Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon,Scientific Name and Authority,Division,Growth Form,Origin,Endemism,Conservation status
,,,,,Rivularia,,Rivularia,,,,,,
,,,,,Romeria, ,Romeria  ,,,,,,
,,,,,Roya,obtusa var. montana,Roya obtusa var. montana,,,,,,
,,,,,Scenedesmus ,,Scenedesmus,,,,,,
,,,,,Scenedesmus ,quadricauda,Scenedesmus quadricauda,,,,,,
,,,,,Schizothrix,,Schizothrix ,,,,,,
,,,,,Scourfieldia,,Scourfieldia ,,,,,,
,,,,,Scytonema,,Scytonema ,,,,,,
,,,,,Scytonema ,crispum,Scytonema crispum,,,,,,
,,,,,Selenastrum, ,Selenastrum  ,,,,,,
,,,,,Sellaphora,,Sellaphora ,,,,,,
,,,,,Sellaphora,pupula,Sellaphora pupula,,,,,,
,,,,,Sellaphora,seminulum,Sellaphora seminulum,,,,,,
,,,,,Simonsenia,delognei,Simonsenia delognei,,,,,,
,,,,,Sphaerocystis,,Sphaerocystis ,,,,,,
,,,,,Spirogyra ,,Spirogyra,,,,,,
,,,,,Spirogyra ,reinhardii,Spirogyra reinhardii,,,,,,
Plantae,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra ,scripta,Spirogyra scripta,,,,,,
,,,,,Spirulina ,abbreviata,Spirulina abbreviata,,,,,,
,,,,,Staurastrum,,Staurastrum,,,,,,
,,,,,Staurodesmus ,,Staurodesmus  ,,,,,,
,,,,,Stauroneis,,Stauroneis,,,,,,
,,,,,Stauroneis,anceps,Stauroneis anceps,,,,,,
,,,,,Stauroneis,smithii,Stauroneis smithii,,,,,,
,,,,,Staurosira,construens,Staurosira construens,,,,,,
,,,,,Staurosira,elliptica,Staurosira elliptica,,,,,,
,,,,,Staurosirella,pinnata,Staurosirella pinnata,,,,,,
,,,,,Stenopterobia ,delicatissima,Stenopterobia delicatissima,,,,,,
,,,,,Stephanodiscus,,Stephanodiscus,,,,,,
,,,,,Stephanodiscus,agassizensis,Stephanodiscus agassizensis,,,,,,
,,,,,Stichosiphon,,Stichosiphon,,,,,,
,,,,,Stigeoclonium, ,Stigeoclonium  ,,,,,,
,,,,,Stigeoclonium ,tenue,Stigeoclonium tenue,,,,,,
,,,,,Stigonema,,Stigonema ,,,,,,
,,,,,Surirella,,Surirella,,,,,,
,,,,,Surirella,angusta,Surirella angusta,,,,,,
,,,,,Surirella,brebissonii,Surirella brebissonii,,,,,,
,,,,,Synechococcus,,Synechococcus ,,,,,,
,,,,,Tabellaria,,Tabellaria ,,,,,,
,,,,,Tabellaria,flocculosa,Tabellaria flocculosa,,,,,,
,,,,,Tabularia,,Tabularia,,,,,,
,,,,,Tabularia,fasciculata,Tabularia fasciculata,,,,,,
,,,,,Tetraedriella ,,Tetraedriella  ,,,,,,
,,,,,Tetraedron, ,Tetraedron  ,,,,,,
,,,,,Thalassiosira,weissflogi,Thalassiosira weissflogi,,,,,,
,,,,,Tolypothrix,,Tolypothrix,,,,,,
,,,,,Trachelomonas,,Trachelomonas ,,,,,,
,,,,,Trachelomonas ,intermedia,Trachelomonas intermedia,,,,,,
,,,,,Trachelomonas,volvocina,Trachelomonas volvocina,,,,,,
,,,,,Trebouxia,,Trebouxia ,,,,,,
,,,,,Tribonema ,vulgare,Tribonema vulgare,,,,,,
,,,,,Trichodesmium,,Trichodesmium ,,,,,,
,,,,,Tryblionella,,Tryblionella,,,,,,
,,,,,Tryblionella,apiculata,Tryblionella apiculata,,,,,,
,,,,,Tryblionella,calida,Tryblionella calida,,,,,,
,,,,,Tryblionella,coarctata,Tryblionella coarctata,,,,,,
,,,,,Tryblionella,hungarica,Tryblionella hungarica,,,,,,
,,,,,Tryblionella,levidensis,Tryblionella levidensis,,,,,,
,,,,,Ulothrix ,,Ulothrix,,,,,,
,,,,,Ulothrix ,punctate,Ulothrix punctate,,,,,,
Plantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,Ulothrix ,zonata,Ulothrix zonata,,,,,,
,,,,,Zygnema,,Zygnema,,,,,,
,,,,,Zygnema ,pectinatum,Zygnema pectinatum,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,, ,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
