On GBIF,South Africa records,Comments,Source,Taxon Rank,Kingdom,Phylum,Class,Order,Family,Genus,Species,SubSpecies,Taxon,Scientific name and authority,Origin,Endemism,Conservation status,Former scientific names
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Oligoneuriopsis,lawrencei,,Oligoneuriopsis lawrencei,,Native,Unknown,Not evaluated,"Palingenia savignyi Pictet, 1843 (orig.); Polymitarcys savignyii Eaton, 1871 (comb.); Polymitarcys savignyi Eaton, 1883 (comb.); Polymitarcys capensis Esben-Petersen, 1913 (syn.); Polymitarcys temerata Navás, 1916 (syn.); Ephoron savignyi Spieth, 1940 (comb.)"
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Oligoneuriopsis,,,Oligoneuriopsis ,"Oligoneuriopsis Crass, 1947 ",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,,,,Oligoneuriidae,,Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Polymitarcyidae,Ephoron,savignyi,,Ephoron savignyi,"Ephoron savignyi (Pictet, 1843) ",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Polymitarcyidae,Ephoron,,,Ephoron ,"Ephoron Williamson, 1802 ",Native,Unknown,Not evaluated,
Yes,Yes,No coordinates in GBIF records,Biobase,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Polymitarcyidae,Polymitarcys,,,Polymitarcys ,,Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Polymitarcyidae,Povilla,adusta,,Povilla adusta,"Povilla adusta Navás, 1912",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Polymitarcyidae,Povilla,,,Povilla ,"Povilla Navás, 1912 ",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Polymitarcyidae,Proboscidoplocia,auberti,,Proboscidoplocia auberti,"Probosadoplocia auberti Elouard & Sartori, 1997",Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Polymitarcyidae,Proboscidoplocia,magdeleinae,,Proboscidoplocia magdeleinae,"Proboscidoplocia magdeleinae Elouard & Sartori, 1997 ",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Arthropoda,Insecta,Ephemeroptera,Polymitarcyidae,,,,Polymitarcyidae, ,Native,Unknown,Not evaluated,
No,Yes,No coordinates in GBIF records,Biobase,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Prosopistomatidae,Binoculus,,,Binoculus ,,Native,Unknown,Not evaluated,"Binoculus crassi Demoulin, 1970 (orig.); Prosopistoma crassi Hubbard, 1975 (comb.)"
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Prosopistomatidae,Prosopistoma,africanum,,Prosopistoma africanum,"Prosopistoma africanum Gillies, 1954",Native,Unknown,Not evaluated,"Prosopistoma de Guernei Vayssière, 1893  (orig.); Prosopistoma Deguernei Ulmer, 1916 (spell.); Binoculus guernei Demoulin, 1970 (comb., spell); Prosopistoma deguernei Hubbard, 1975 (comb.); "
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Prosopistomatidae,Prosopistoma,amanzamnyama,,Prosopistoma amanzamnyama,"Prosopistoma amanzamnyama Barber-James, 2010",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Prosopistomatidae,Prosopistoma,crassi,,Prosopistoma crassi,"Prosopistoma crassi Gillies, 1954",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Prosopistomatidae,Prosopistoma,deguernei,,Prosopistoma deguernei,"Prosopistoma deguernei  (Vayssière, 1893)",Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Prosopistomatidae,Prosopistoma,guernei,,Prosopistoma guernei,"Prosopistoma guernei (Vayssière, 1893)",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Prosopistomatidae,Prosopistoma,mccaffertyi,,Prosopistoma mccaffertyi,"Prosopistoma mccaffertyi Barber-James, 2010",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Prosopistomatidae,Prosopistoma,variegatum,,Prosopistoma variegatum,"Prosopistoma variegatum Latreille, 1833 ",Native,Unknown,Not evaluated,"Lithogloea penicillata Barnard, 1940 (orig.); Lestagella penicillata Demoulin, 1970 (comb.)"
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Prosopistomatidae,Prosopistoma,,,Prosopistoma ,"Prosopistoma Latreille, 1833 ",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Arthropoda,Insecta,Ephemeroptera,Prosopistomatidae,,,,Prosopistomatidae, ,Native,Unknown,Not evaluated,"Ephemerellina harrisoni Demoulin, 1970 (orig.); Lithogloea harrisoni McCafferty & de Moor, 1995 (comb.)"
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Teloganodidae,Lestagella,penicillata,,Lestagella penicillata,"Lestagella penicillata (Barnard, 1940)",Native,Regional endemic level 1,Not evaluated,"Ephemerellina brincki Demoulin, 1970 (orig.); Nadinella brincki McCafferty & Wang, 1997 (hom.); Nadinetella brincki McCafferty & Wang, 1998 (comb.)"
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Teloganodidae,Lestagella,,,Lestagella ,"Lestagella Demoulin, 1970 ",Native,Regional endemic level 1,Not evaluated,"Ephemerellina crassi Allen & Edmunds, 1963 (orig.); Nadinella crassi McCafferty & Wang, 1997 (hom.); Nadinetella crassi McCafferty & Wang, 1998 (comb.)"
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Teloganodidae,Lithogloea,harrisoni,,Lithogloea harrisoni,"Lithogloea harrisoni Barnard, 1932",Native,Regional endemic level 1,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Teloganodidae,Nadinetella,brincki,,Nadinetella brincki,"Nadinetella brincki (Demoulin, 1970)",Native,Regional endemic level 1,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Teloganodidae,Nadinetella,crassi,,Nadinetella crassi,"Nadinetella crassi (Allen & Edmunds, 1963) ",Native,Regional endemic level 1,Not evaluated,
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Teloganodidae,Nadinetella,,,Nadinetella, ,Native,Regional endemic level 1,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Arthropoda,Insecta,Ephemeroptera,Teloganodidae,,,,Teloganodidae,,Native,Regional endemic level 1,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Dicercomyzon,femorale,,Dicercomyzon femorale,"Dicercomyzon femorale Demoulin, 1954",Native,Unknown,Not evaluated,
Yes,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Dicercomyzon,sjosterdti,,Dicercomyzon sjosterdti,Dicercomyzon sjosterdti Ulmer. 1910,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Dicercomyzon,verrierae,,Dicercomyzon verrierae,"Dicercomyson verrierae Demoulin, 1964",Native,Unknown,Not evaluated,
No,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Neurocaenis,discolor,,Neurocaenis discolor,,Native,Unknown,Not evaluated,
No,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Neurocaenis,reticulata,,Neurocaenis reticulata,,Native,Unknown,Not evaluated,"Neurocaenis abyssinica Demoulin, 1954 (orig.); Tricorythus abyssinica Oliarinony, Elouard & Raberiaka, 1998 (comb.)"
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Neurocaenis,,,Neurocaenis ,,Native,Unknown,Not evaluated,"Oxycypha discolor Burmeister, 1839 (orig.); Cloeon discolor Walker, 1853 (comb.); Caenis discolor Eaton, 1871 (comb.); Tricorythus discolor Eaton, 1884 (comb.); Neurocaenis discolor Demoulin, 1954 (comb.); Tricorythus discolor McCafferty & de Moor, 1995 (comb.)"
Yes,Unknown,No coordinates in GBIF records,WRC guides,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptohyphidae,Tricorythafer,,,Tricorythafer ,,Native,Unknown,Not evaluated,
No,Unknown,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Tricorythus,abyssinica,,Tricorythus abyssinica,"Tricorythus abyssinica Ulmer, 1930",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Tricorythus,discolor,,Tricorythus discolor,"Tricorythus discolor (Burmeister, 1839)",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Tricorythus,fuscata,,Tricorythus fuscata,"Tricorythus fuscata (Navas, 1936)",Native,Unknown,Not evaluated,"Caenis regia Navás, 1932 (orig.); Caenis collarti Navás, 1933 (comb.)"
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Tricorythus,lanceolatus,,Tricorythus lanceolatus,"Tricorythus lanceolatus Ulmer, 1916",Native,Unknown,Not evaluated,"Neurocaenis poincinsi Demoulin, 1954 (orig.); Tricorythus poincinsi Oliarinony, Elouard & Raberiaka, 1998 (comb.)"
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Tricorythus,latus,,Tricorythus latus,"Tricorythus latus Ulmer, 1916",Native,Unknown,Not evaluated,"Neurocaenis reticulata Demoulin, 1954 (orig.); Tricorythus reticulatus McCafferty & de Moor, 1995 (comb.)"
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Tricorythus,longus,,Tricorythus longus,"Tricorythus longus Ulmer, 1916",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Tricorythus,poincinsi,,Tricorythus poincinsi,"Tricorythus poincinsi Navás, 1926 ",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Tricorythus,reticulatus,,Tricorythus reticulatus,"Tricorythus reticulatus Barnard, 1932",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Tricorythus,tinctus,,Tricorythus tinctus,"Tricorythus tinctus Kimmins, 1956",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Tricorythus,varicauda,,Tricorythus varicauda,"Tricorythus varicauda (Kollar & Pictet, 1843)",Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,Tricorythus,,,Tricorythus ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Arthropoda,Insecta,Ephemeroptera,Tricorythidae,,,,Tricorythidae,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Order,Animalia,Arthropoda,Insecta,Ephemeroptera,,,,,Ephemeroptera,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Aphelocheiridae,Aphelocheirus,,,Aphelocheirus ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Arthropoda,Insecta,Hemiptera,Aphelocheiridae,,,,Aphelocheiridae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,Appasus,,,Appasus ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,Diplonychus,nepoides,,Diplonychus nepoides,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,Hydrocyrius,,,Hydrocyrius ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,Lethocerus,niloticus,,Lethocerus niloticus,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,Lethocerus,,,Lethocerus ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,Limnogeton,fieberi,,Limnogeton fieberi,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,Limnogeton,,,Limnogeton ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,Sphaerodema,capensis,,Sphaerodema capensis,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,Sphaerodema,nepoides,,Sphaerodema nepoides,,Native,Unknown,Not evaluated,
Yes,Yes,No coordinates in GBIF records,Biobase,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,Sphaerodema,,,Sphaerodema ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,,,,Belostomatidae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Agraptocorixa,,,Agraptocorixa ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Micronecta,bleekiana,,Micronecta bleekiana,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Micronecta,dimidiata,,Micronecta dimidiata,,Native,Unknown,Not evaluated,
Yes,Yes,"Mozambique, Angola",Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Micronecta,hessei,,Micronecta hessei,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Micronecta,piccanin,,Micronecta piccanin,,Native,Unknown,Not evaluated,
Yes,Yes,Recorded in legacy Biobase,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Micronecta,quewalepele,,Micronecta quewalepele,,Native,Unknown,Not evaluated,
Yes,Yes,Recorded in legacy Biobase,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Micronecta,scutellaris,,Micronecta scutellaris,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Micronecta,uvarovi,,Micronecta uvarovi,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Micronecta,winifreda,,Micronecta winifreda,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Micronecta,youngiana,,Micronecta youngiana,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Micronecta,,,Micronecta ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Sigara,contortuplicata,,Sigara contortuplicata,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Sigara,meridionalis,,Sigara meridionalis,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Sigara,sjoestedti,,Sigara sjoestedti,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Sigara,,,Sigara ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Stenocorixa,,,Stenocorixa ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Trichocorixa,,,Trichocorixa ,,Native,Unknown,Not evaluated,
No,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,Tropocorixa,meridionalis,,Tropocorixa meridionalis,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,,Tropocorixa,,Tropocorixa,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Arthropoda,Insecta,Hemiptera,Corixidae,,,,Corixidae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Gelastocoridae,Nerthra,grandicollis,,Nerthra grandicollis,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Gelastocoridae,Nerthra,,,Nerthra ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Arthropoda,Insecta,Hemiptera,Gelastocoridae,,,,Gelastocoridae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Aquarius,distanti,,Aquarius distanti,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Aquarius,,,Aquarius ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Eurymetra,natalensis,,Eurymetra natalensis,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Eurymetra,,,Eurymetra ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Gerris,swakopensis,,Gerris swakopensis,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Gerris,zuqualana,,Gerris zuqualana,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Gerris,,,Gerris ,,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Hynesionella,capensis,,Hynesionella capensis,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Hynesionella,,,Hynesionella ,,Native,Unknown,Not evaluated,
No,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Limnogonus,hypteucus,,Limnogonus hypteucus,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Limnogonus,,,Limnogonus ,,Native,Unknown,Not evaluated,
Yes,Yes,Recorded in legacy Biobase,Biobase,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Metrocoris,,,Metrocoris ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Naboandelus,,,Naboandelus ,,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Neogerris,severini,,Neogerris severini,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Neogerris,,,Neogerris ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Rhagadotarsus,hutchinsoni,,Rhagadotarsus hutchinsoni,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Rhagadotarsus,,,Rhagadotarsus ,,Native,Unknown,Not evaluated,
Yes,Yes,No coordinates in GBIF records,Biobase,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Tenagogonus,,,Tenagogonus ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Trepobates,,,Trepobates ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,,,,Gerridae,,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Hebridae,Hebrometra,niemeri,,Hebrometra niemeri,,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Hebridae,Hebrometra,,,Hebrometra ,,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Hebridae,Hebrus,,,Hebrus ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Arthropoda,Insecta,Hemiptera,Hebridae,,,,Hebridae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Hydrometridae,Hydrometra,albolineolata,,Hydrometra albolineolata,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Hydrometridae,Hydrometra,transvaalensis,,Hydrometra transvaalensis,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Hydrometridae,Hydrometra,,,Hydrometra ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Arthropoda,Insecta,Hemiptera,Hydrometridae,,,,Hydrometridae,,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Leptopodidae,Valleriola,moesta,,Valleriola moesta,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Mesoveliidae,Mesovelia,vittigera,,Mesovelia vittigera,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Mesoveliidae,Mesovelia,,,Mesovelia ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Arthropoda,Insecta,Hemiptera,Mesoveliidae,,,,Mesoveliidae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Hemiptera,Naucoridae,Ctenipocoris,africana,,Ctenipocoris africana,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Arthropoda,Insecta,Hemiptera,Naucoridae,Ctenipocoris,,,Ctenipocoris ,,Native,Unknown,Not evaluated,
Yes,Yes,No coordinates in GBIF records,Biobase,SubSpecies,Animalia,Arthropoda,Insecta,Hemiptera,Naucoridae,Laccocoris,limigenus,limigenus,Laccocoris limigenus limigenus,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Hemiptera,Naucoridae,Laccocoris,limigenus,,Laccocoris limigenus,,Native,Unknown,Not evaluated,
