Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon,Scientific name and authority,Common name,Habitat,Origin,Endemism,Conservation status,Subspecies,Subspecies,Former scientific name 1,Former scientific name 2,Former scientific name 3,Former scientific name 4,Former scientific name 5 ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,macrotaenia,Enteromius macrotaenia,"Enteromius macrotaenia (Worthington, 1933)",Broadband barb,Freshwater,Non-native,Widespread,Least concern,,,Barbus macrotaenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,manicensis,Enteromius manicensis,"Enteromius manicensis (Pellegrin, 1919)",Yellow barb,Freshwater,Non-native,Widespread,Least concern,,,Barbus hondeensis,Barbus manicensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,mattozi,Enteromius mattozi,"Enteromius mattozi (Guimaraes, 1884)",Papermouth,Freshwater,Non-native,Regional endemic level 1,Least concern,,,Barbus mattozi,Barbus mottozi ,Barbus rapax,Barbus sauvagei ,Barbus serrula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,miolepis,Enteromius miolepis,"Enteromius miolepis (Boulenger, 1902)",Zig-zag barb,Freshwater,Non-native,Widespread,Least concern,,,Barbus decioi,Barbus miolepis,Barbus miolepis miolepis,Barbus nicholsi,Barbus squamosissimus,Barbus treadwelli ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,motebensis,Enteromius motebensis,"Enteromius motebensis (Steindachner, 1894)",Marico barb,Freshwater,Native,Widespread,Near threatened,,,Barbus kamaia,Barbus kamaiae,Barbus motebensis kamaiae,Barbus motebensis motebensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,multilineatus,Enteromius multilineatus,"Enteromius multilineatus (Worthington, 1933)",Copperstripe barb,Freshwater,Non-native,Widespread,Least concern,,,Barbus multilineatus,Barbus carpenteri,Puntius carpenteri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,neefi,Enteromius neefi,"Enteromius neefi (Greenwood, 1962)",Sidespot barb,Freshwater,Non-native,Widespread,Least concern,,,Barbus neefi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,pallidus,Enteromius pallidus,"Enteromius pallidus (Smith, 1841)",Goldie barb,Freshwater,Native,Widespread,Least concern,,,Barbus hemipleurogramma,Barbus pallidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,paludinosu,Enteromius paludinosu,"Enteromius paludinosus (Peters, 1852)",Straightfin barb,Freshwater,Native,Widespread,Least concern,,,Barbus akakianus,Barbus amphigramma,Barbus gibbosus,Barbus helleri,Barbus ivongoensis,Barbus longicauda,Barbus macropristis,Barbus macropristis meruensis,Barbus meruensis,Barbus paludinosis,Barbus paludinosus,Barbus paludonosus,Barbus taitensis,Barbus thikensis,Barbus tsotsorogensis,Barbus vinciguerrai,Barbus welwitschii ,Puntius paludinosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,poechii,Enteromius poechii,"Enteromius poechii (Steindachner, 1911)",Dashtail barb,Freshwater,Non-native,Widespread,Least concern,,,Barbus bernardcarpi,Barbus poechii,Barbus poechii,Barbus pöchii ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,radiatus,Enteromius radiatus,"Enteromius radiatus (Peters, 1853)",Beira barb,Freshwater,Native,Widespread,Least concern,,,Barbus akavangoensis,Barbus aurantiacus,Barbus auxartiacus,Barbus banguelensis,Barbus bangwelensis,Barbus doggetti,Barbus myersi ,Barbus okavangoensis,Barbus palustris ,Barbus paradoxus,Barbus radiatus ,Barbus radiatus,Barbus radiatus aurantiacus,Barbus radiatus radiatus,Barbus rogersi,Barbus rubellus,Beirabarbus aurantiacus,Beirabarbus okavangoensis,Beirabarbus palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,thamalakanensis,Enteromius thamalakanensis,"Enteromius thamalakanensis (Fowler, 1935)",Thamalakane barb,Freshwater,Non-native,Widespread,Least concern,,,Barbus fitzsimonsi,Barbus thamalakanensis,Barbus thamalakenensis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,toppini,Enteromius toppini,"Enteromius toppini (Boulenger, 1916)",East-coast barb,Freshwater,Native,Widespread,Least concern,,,Barbus toppini,Barbus umbeluziensis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,treurensis,Enteromius treurensis,"Enteromius treurensis (Groenewald, 1958)",Treur River barb,Freshwater,Native,Micro-endemic level 2,Critically endangered,,,Barbus treurensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,trimaculatus,Enteromius trimaculatus,"Enteromius trimaculatus (Peters, 1852)",Threespot barb,Freshwater,Native,Widespread,Least concern,,,Barbus breijeri,Barbus decipiens,Barbus katangae,Barbus kurumani,Barbus trimaculatus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,unitaeniatus,Enteromius unitaeniatus,"Enteromius unitaeniatus (Günther, 1866)",Longbeard barb,Freshwater,Native,Widespread,Least concern,,,Barbodes unitaeniatus,Barbus incomoides,Barbus inermoides,Barbus labialis,Barbus macrurus,Barbus unitaeniatus,Puntius unitaeniatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius,viviparus,Enteromius viviparus,"Enteromius viviparus (Weber, 1897)",Bowstripe barb,Freshwater,Native,Widespread,Least concern,,,Barbus viviparus,Puntius viviparus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius ,atkinsoni,Enteromius  atkinsoni,"Enteromius atkinsoni (Bailey, 1969)",Dash-dot barb,Freshwater,Non-native,Widespread,Least concern,,,Barbus atkinsoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius ,kessleri ,Enteromius  kessleri ,"Enteromius kessleri (Steindachner, 1866)",Gillbar barb,Freshwater,Non-native,Widespread,Least concern,,,Barbus caudimacula,Barbus kessleri ,Puntius caudimacula,Puntius kessleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Enteromius ,paludinosus,Enteromius  paludinosus,"Enteromius paludinosus (Peters, 1852)",Straightfin barb,Freshwater,Native,Widespread,Least concern,,,Barbus akakianus,Barbus amphigramma,Barbus gibbosus,Barbus helleri,Barbus ivongoensis,Barbus longicauda,Barbus macropristis ,Barbus macropristis meruensis,Barbus meruensis,Barbus paludinosis,Barbus paludinosus,Barbus paludonosus,Barbus taitensis,Barbus thikensis,Barbus tsotsorogensis,Barbus vinciguerrai,Barbus welwitschii,Puntius paludinosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Hypophthalmichthys,molitrix,Hypophthalmichthys molitrix,"Hypophthalmichthys molitrix (Valenciennes, 1844)",Silver carp ,Freshwater,Non-native,Widespread,Near threatened,,,Abramocephalus microlepis,Cephalus mantschuricus,Hypophthalmichthys dabry,Hypophthalmichthys dabryi,Hypophthalmichthys dybowskii,Hypophthalmichthys microlepis,Hypopthalmichthys molitrix,Hypothalmichthys molitrix,Hypothamicthys molitrix,Leuciscus hypophthalmus,Leuciscus molitrix,Onychodon mantschuricus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,altivelis,Labeo altivelis,"Labeo altivelis Peters, 1852",Manyame labeo,Freshwater,Non-native,Widespread,Least concern,,,Labeo altivelus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,ansorgii,Labeo ansorgii,"Labeo ansorgii Boulenger, 1907",Cunene labeo,Freshwater,Non-native,Regional endemic level 1,Least concern,,,Labeo rocadasii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,capensis,Labeo capensis,"Labeo capensis (Smith, 1841)",Orange River mudfish,Freshwater,Non-native,Regional endemic level 1,Least concern,,,Abrostomus capensis,Labeo tenuirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,congoro,Labeo congoro,"Labeo congoro Peters, 1852",Purple labeo,Freshwater,Native,Widespread,Least concern,,,Labeo rubropunctatus,Labeo ulangensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,cylindricus,Labeo cylindricus,"Labeo cylindricus Peters, 1852",Redeye labeo,Freshwater,Native,Widespread,Least concern,,,Labeo darlingi,Labeo kilossae,Labeo kilossana,Labeo loveridgei,Labeo montanus ,Labeo parvulus,Tylognathus cantini ,Tylognathus montanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,lunatus,Labeo lunatus,"Labeo lunatus Jubb, 1963",Upper Zambezi labeo,Freshwater,Non-native,Regional endemic level 2,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,molybdinus,Labeo molybdinus,"Labeo molybdinus du Plessis, 1963",Leaden labeo,Freshwater,Native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,rosae,Labeo rosae,"Labeo rosae Steindachner, 1894",Rednose labeo,Freshwater,Native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,rubromaculatus,Labeo rubromaculatus,"Labeo rubromaculatus Gilchrist & Thompson, 1913",Tugela labeo,Freshwater,Native,Micro-endemic level 1,Vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,ruddi,Labeo ruddi,"Labeo ruddi Boulenger, 1907",Silver labeo,Freshwater,Native,Micro-endemic level 2,Data deficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,seeberi,Labeo seeberi,"Labeo seeberi Gilchrist & Thompson, 1911",Clanwilliam sandfish,Freshwater,Native,Regional endemic level 2,Endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,umbratus,Labeo umbratus,"Labeo umbratus (Smith, 1841)",Moggel,Freshwater,Native,Widespread,Least concern,,,Abrostomus umbratus,Labeo cafer,Labeo sicheli,Labeo stenningi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,codringtonii,Labeobarbus codringtonii,"Labeobarbus codringtonii Boulenger, 1908",Upper Zambezi yellowfish,Freshwater,Non-native,Widespread,Least concern,,,Barbus altidorsalis,Barbus chilotes,Barbus codringtonii,Barbus hypostomatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,dimidiatus,Labeobarbus dimidiatus,"Labeobarbus dimidiatus Tweddle & Skelton, 1998",Blacktop chiselmouth,Freshwater,Non-native,Micro-endemic level 2,Not evaluated,,,Varicorhinus dimidiatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,kimberleyensis,Labeobarbus kimberleyensis,"Labeobarbus kimberleyensis Gilchrist & Thompson, 1913",Vaal-Orange largemouth yellowfish,Freshwater,Native,Regional endemic level 1,Near threatened,,,Barbus kimberleyensis,Barbus pienaarti ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,marequensis,Labeobarbus marequensis,"Labeobarbus marequensis Smith, 1841",Lowveld largescale yellowfish,Freshwater,Native,Widespread,Least concern,,,Barbus brucii,Barbus brucii gunningi,Barbus cookii ,Barbus dwaarsensis,Barbus fairbairnii,Barbus gunningi,Barbus inermis,Barbus marequensis,Barbus nasutus,Barbus rhodesianus,Barbus sabiensis,Barbus sector,Barbus swierstrae,Barbus victoriae,Barbus zambezensis,Labeobarbus zambezensis,Varicorhinus brucii ,Varicorhinus nasutus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,natalensis,Labeobarbus natalensis,"Labeobarbus natalensis Castelnau, 1861",Scaly Kwa-Zulu Natal yellowfish,Freshwater,Native,Regional endemic level 1,Least concern,,,Barbus aureus,Barbus bowkeri,Barbus dendrotrachelus,Barbus grouti,Barbus lobochilus,Barbus marleyi,Barbus mfongosi ,Barbus natalensis,Barbus robinsoni,Barbus stigmaticus,Barbus tugelensis,Barbus zuluensis,Labeobarbus aureus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,nelspruitensis,Labeobarbus nelspruitensis,"Labeobarbus nelspruitensis (Gilchrist & Thompson, 1911)",Incomati chiselmouth,Freshwater,Native,Micro-endemic level 1,Near threatened,,,Varicorhinus nelspruitensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,polylepis,Labeobarbus polylepis,"Labeobarbus polylepis Boulenger, 1907",Bushveld smallscale yellowfish,Freshwater,Native,Regional endemic level 1,Least concern,,,Barbus elephantis,Barbus lineolatus,Barbus polylepis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,pungweensis,Labeobarbus pungweensis,"Labeobarbus pungweensis Jubb, 1959",Pungwe chiselmouth,Freshwater,Non-native,Widespread,Not evaluated,,,Varicorhinus pungweensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,seeberi,Labeobarbus seeberi,"Labeobarbus seeberi  (Gilchrist & Thompson, 1913)",Clanwilliam yellowfish,Freshwater,Native,Regional endemic level 1,Near threatened,,,Barbus seeberi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeobarbus,xyrocheilus,Labeobarbus xyrocheilus,"Labeobarbus xyrocheilus Tweddle & Skelton, 1998",Razorlip chiselmouth,Freshwater,Non-native,Micro-endemic level 2,Not evaluated,,,Varicorhinus xyrocheilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Opsaridium,peringueyi,Opsaridium peringueyi,"Opsaridium peringueyi (Gilchrist & Thompson, 1913)",Southern barred minnow,Freshwater,Native,Widespread,Extinct,,,Barilius peringueyi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Opsaridium,tweddleorum,Opsaridium tweddleorum,"Opsaridium tweddleorum (Skelton, 1996)",Dwarf sanjika,Freshwater,Non-native,Regional endemic level 2,Data deficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Opsaridium,zambezense,Opsaridium zambezense,"Opsaridium zambezense (Peters, 1852)",Barred minnow,Freshwater,Non-native,Widespread,Least concern,,,Barilius neavii,Barilius stephensoni,Barilius stevensoni ,Barilius zambesensis,Barilius zambezensis,Leuciscus zambezensis,Opsaridium zambezensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,skeltoni,Pseudobarbus skeltoni,Pseudobarbus skeltoni Chakona and Swartz 2013,Giant redfin,Freshwater,Native,Micro-endemic level 2,Endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,afer,Pseudobarbus afer,"Pseudobarbus afer (Peters, 1864)",Eastern Cape redfin,Freshwater,Native,Micro-endemic level 1,Endangered,,,Barbus afer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,asper,Pseudobarbus asper,"Pseudobarbus asper (Boulenger, 1911)",Smallscale redfin,Freshwater,Native,Regional endemic level 2,Endangered,,,Barbus asper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,burchelli,Pseudobarbus burchelli,"Pseudobarbus burchelli (Smith, 1841)",Breede River redfin,Freshwater,Native,Micro-endemic level 1,Critically endangered,,,Barbus burchelli,Barbus gobionides,Barbus multimaculatus,Barbus vulneratus,Gnatendalia vulnerata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,burgi,Pseudobarbus burgi,"Pseudobarbus burgi (Boulenger, 1911)",Berg River redfin,Freshwater,Native,Regional endemic level 2,Endangered,,,Barbus bergi,Barbus burgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,calidus,Pseudobarbus calidus,"Pseudobarbus calidus (Barnard, 1938)",Clanwilliam redfin,Freshwater,Native,Regional endemic level 2,Near threatened,,,Barbus calidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,capensis,Pseudobarbus capensis,"Pseudobarbus capensis (Smith, 1841)",Berg-breede river whitefish,Freshwater,Native,Regional endemic level 1,Endangered,,,Barbus andrewi,Barbus capensis ,Pseudobarbus andrewi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,erubescens,Pseudobarbus erubescens,"Pseudobarbus erubescens (Skelton, 1974)",Twee river redfin,Freshwater,Native,Micro-endemic level 1,Critically endangered,,,Barbus erubescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,phlegethon,Pseudobarbus phlegethon,"Pseudobarbus phlegethon (Barnard, 1938)",Fiery redfin,Freshwater,Native,Micro-endemic level 1,Endangered,,,Barbus phlegethon,Barbus phlegetun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,quathlambae,Pseudobarbus quathlambae,"Pseudobarbus quathlambae (Barnard, 1938)",Maloti minnow,Freshwater,Native,Micro-endemic level 2,Endangered,,,Labeo quathlambae ,Oreodaimon quathlambae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,senticeps,Pseudobarbus senticeps,"Pseudobarbus senticeps (Smith, 1936)",,Freshwater,Native,Micro-endemic level 2,Critically endangered,,,Barbus senticeps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,serra,Pseudobarbus serra,"Pseudobarbus serra (Peters, 1864)",Sawfin,Freshwater,Native,Micro-endemic level 1,Near threatened,,,Barbus serra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,swartzi,Pseudobarbus swartzi,"Pseudobarbus swartzi Chakona & Skelton, 2017",Gamtoos redfin,Freshwater,Native,Micro-endemic level 2,Vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,tenuis,Pseudobarbus tenuis,"Pseudobarbus tenuis (Barnard, 1938)",Slender redfin,Freshwater,Native,Micro-endemic level 2,Near threatened,,,Barbus tenuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,trevelyani,Pseudobarbus trevelyani,"Pseudobarbus trevelyani Günther, 1877",Border barb,Freshwater,Native,Micro-endemic level 2,Endangered,,,Barbus brookingi,Barbus trevelyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudobarbus,verloreni,Pseudobarbus verloreni,"Pseudobarbus verloreni Chakona, Swartz & Skelton, 2014",,Freshwater,Native,Micro-endemic level 2,Endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
