Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon,Scientific name and authority,Common name,Habitat,Origin,Endemism,Conservation status,Subspecies,Subspecies,Former scientific name 1,Former scientific name 2,Former scientific name 3,Former scientific name 4,Former scientific name 5 ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Petrocephalus,longicapitis,Petrocephalus longicapitis,"Petrocephalus longicapitis Kramer, Bills, Skelton & Wink, 2012",,Freshwater,Non-native,Micro-endemic level 2,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Petrocephalus,magnitrunci,Petrocephalus magnitrunci,"Petrocephalus magnitrunci Kramer, Bills, Skelton & Wink, 2012",,Freshwater,Non-native,Micro-endemic level 2,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Petrocephalus,magnoculis,Petrocephalus magnoculis,"Petrocephalus magnoculis Kramer, Bills, Skelton & Wink, 2012",,Freshwater,Non-native,Micro-endemic level 2,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Petrocephalus,okavangoensis,Petrocephalus okavangoensis,"Petrocephalus okavangoensis Kramer, Bills, Skelton & Wink, 2012",,Freshwater,Non-native,Regional endemic level 2,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Petrocephalus,petersi,Petrocephalus petersi,"Petrocephalus petersi Kramer, Bills, Skelton & Wink, 2012",,Freshwater,Non-native,Micro-endemic level 1,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Petrocephalus,wesselsi,Petrocephalus wesselsi,"Petrocephalus wesselsi (Kramer & van der Bank, 2000)",Southern churchill,Freshwater,Native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Pollimyrus,castelnaui,Pollimyrus castelnaui,"Pollimyrus castelnaui (Boulenger, 1911)",Dwarf stonebasher,Freshwater,Non-native,Widespread,Least concern,,,Marcusenius castelnaui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Pollimyrus,cuandoensis,Pollimyrus cuandoensis,"Pollimyrus cuandoensis Kramer, van der Bank & Wink, 2013",,Freshwater,Non-native,Regional endemic level 1,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Pollimyrus,marianne,Pollimyrus marianne,"Pollimyrus marianne Kramer, van der Bank, Flint, Sauer-Gürth & Wink, 2003",,Freshwater,Non-native,Micro-endemic level 2,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Ambassis,ambassis,Ambassis ambassis,"Ambassis ambassis (Lacepède, 1802)",Longspine glassy ,Euryhaline,Native,Widespread,Least concern,,,Ambassis commersonii,Ambassis klunzingeri,Ambassis productus,Aspro ambassis,Centropomus ambassis,Chanda commersonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Ambassis,dussumieri,Ambassis dussumieri,"Ambassis dussumieri Cuvier, 1828",Bald glassy,Euryhaline,Native,Widespread,Least concern,,,Ambassis bleekeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Ambassis,natalensis,Ambassis natalensis,"Ambassis natalensis Gilchrist & Thompson, 1908",Slender glassy,Euryhaline,Native,Widespread,Least concern,,,Ambassis safgha,Chanda safgha,Sciaena safgha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Anabantidae,Ctenopoma,multispine,Ctenopoma multispine,"Ctenopoma multispine Peters, 1844",Many-spined climbing perch,Freshwater,Native,Widespread,Least concern,,,Anabas machadoi,Anabas multispinis,Anabas rhodesianus,Anabas vernayi,Ctenopoma machadoi ,Ctenopoma multispini ,Ctenopoma multispinis,Ctenopoma multispinus,Spirobranchus smithii ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Anabantidae,Microctenopoma,intermedium,Microctenopoma intermedium,"Microctenopoma intermedium (Pellegrin, 1920)",Blackspot climbing perch,Freshwater,Native,Widespread,Least concern,,,Anabas intermedius,Ctenopoma intermedium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Anabantidae,Sandelia,bainsii,Sandelia bainsii,"Sandelia bainsii Castelnau, 1861",Eastern Cape rocky,Freshwater,Native,Widespread,Endangered,,,Anabas bainsii,Ctenopoma microlepidotum,Spirobranchus bainsii ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Anabantidae,Sandelia,capensis,Sandelia capensis,"Sandelia capensis (Cuvier, 1829)",Cape kurper,Freshwater,Native,Regional endemic level 1,Data deficient ,,,Anabas capensis,Anabas vicinus,Sandelia vicina,Sardelia capensis,Spirobranchus capensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Anabantidae,Trichopodus,trichopterus,Trichopodus trichopterus,Trichogaster trichopterus,Gourami ,Freshwater,Non-native,Widespread,Least concern,,,Labrus trichopterus,Labrvs trichoptervs,Nemaphoerus maculosus,Osphromenus insulatus,Osphromenus siamensis,Stethochaetus biguttatus,Trichogaster trichopterus,Trichopus sepat,Trichopus trichopterus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Lichia,amia,Lichia amia,"Lichia amia (Linnaeus, 1758)",Leerfish,Euryhaline,Non-native,Widespread,Least concern,,,Caesiomorus amia,Campogramma vadigo,Caranx amia,Centronotus vadigo,Hypacanthus amia,Hypacantus amia,Hypachantus amia ,Porthmeus argenteus,Scomber amia,Scomber flexuosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,macrochirus,Lepomis macrochirus,"Lepomis macrochirus Rafinesque, 1819",Bluegill sunfish ,Freshwater,Non-native,Widespread,Least concern,Lepomis macrochirus macrochirus,Lepomis macrochirus purpurescens,Eupomotis macrochirus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,Micropterus dolomieu,"Micropterus dolomieu  Lacepède, 1802",Smallmouth bass,Freshwater,Non-native,Widespread,Least concern,Micropterus dolomieu dolomieu,Micropterus dolomieui dolomieui ,Bodianus achigan,Centrarchus fasciatus,Cichla fasciata,Cichla minima ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,punctulatus,Micropterus punctulatus,"Micropterus punctulatus (Rafinesque, 1819)",Spotted bass,Freshwater,Non-native,Widespread,Least concern,,,Calliurus punctulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,Micropterus salmoides,"Micropterus salmoides (Lacepède, 1802)",Largemouth bass,Freshwater,Non-native,Widespread,Least concern,,,Aplites salmoides,Grystes megastoma,Grystes nigricans,Grystes nuecensis,Grystes salmoides,Huro nigricans,Huro salmoides,Labrus salmoides,Perca nigricans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Astatotilapia,calliptera,Astatotilapia calliptera,"Astatotilapia calliptera (Günther, 1893)",Eastern river bream,Freshwater,Non-native,Widespread,Least concern,,,Chromis callipterus,Ctenochromis callipterus,Haplochromis callipterus,Haplochromis centropristoides,Neochromis simotes  nyassae,Tilapia calliptera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Chetia,brevicauda,Chetia brevicauda,"Chetia brevicauda Bills and Weyl, 2002",,Freshwater,Non-native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Chetia,brevis,Chetia brevis,"Chetia brevis Jubb, 1968",Orange-fringed largemouth,Freshwater,Native,Widespread,Endangered,,,Astatotilapia brevis,Haplochromis brevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Chetia,flaviventris,Chetia flaviventris,"Chetia flaviventris Trewavas, 1961",Canary kurper,Freshwater,Native,Widespread,Least concern,,,Sargochromis gracilis,Serranochromis gracilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Chetia,gracilis,Chetia gracilis,"Chetia gracilis (Greenwood, 1984)",Slender river bream,Freshwater,Non-native,Widespread,Least concern,,,Sargochromis gracilis,Serranochromis gracilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Chetia,welwitschi,Chetia welwitschi,"Chetia welwitschi (Boulenger, 1898)",Angolan river bream,Freshwater,Non-native,Widespread,Data deficient,,,Haplochromis welwitschii,Pelmatochromis welwitschii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Hemichromis,elongatus,Hemichromis elongatus,"Hemichromis elongatus (Guichenot, 1859)",Banded jewelfish,Freshwater,Non-native,Widespread,Least concern,,,Chromichthys elongatus,Hemichromis auritus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,andersonii,Oreochromis andersonii,"Oreochromis andersonii (Castelnau, 1861)",Threespot tilapia,Freshwater,Non-native,Widespread,Vulnerable,,,Chromys andersonii ,Oreochromis anderson,Oreochromis anulerson,Sarotherodon andersonii,Tilapia andersonii ,Tilapia kafuensis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,aureus,Oreochromis aureus,"Oreochromis aureus (Steindachner, 1864)",Israeli tilapia ,Freshwater,Non-native,Widespread,Not evaluated,,,Chromis aureus,Oreochromis auraeus,Sarotherodon aureum,Tilapia aurea,Tilapia aurea exul ,Tilapia kacherbi,Tilapia kashabi,Tilapia lemassoni,Tilapia monodi,Tilapia nilotica exul ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,macrochir,Oreochromis macrochir,"Oreochromis (Nyasalapia) macrochir (Boulenger, 1912)",Greenhead tilapia,Freshwater,Non-native,Widespread,Vulnerable,Oreochromis macrochir macrochir,,Chromys chapmannii ,Loruwiala macrochir,Sarotherodon macrochir,Oreochromis microchir ,Sarotherodon macrochirus,Tilapia alleni ,Tilapia intermedia,Tilapia macrocheir,Tilapia macrochir,Tilapia sheshekensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,mortimeri,Oreochromis mortimeri,"Oreochromis mortimeri (Trewavas, 1966)",Kariba tilapia,Freshwater,Non-native,Widespread,Critically Endangered,,,Sarotherodon mortimeri ,Sarotherodon mossambicus mortimeri ,Tilapia mortimeri,Tilapia mossambica mortimeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,mossambicus,Oreochromis mossambicus,"Oreochromis mossambicus (Peters, 1852)",Mozambique tilapia,Freshwater,Native,Widespread,Near threatened,Oreochromis mossambicus bassamkhalafi,,Chromis dumerilii,Chromis mossambicus,Chromis natalensis,Chromis niloticus mossambicus ,Chromis vorax,Cromis mossambicus,Orechromis mossambica,Oreochromis mozambica,Sarotherodon mossambicus,Sarotherodon mossambicus natalensis,Sarothredon mossambica,Telapia mossambica,Tilapia arnoldi ,Tilapia dumerilii ,Tilapia mosambica,Tilapia mossambica mossambica,Tilapia mozambique,Tilapia natalensis,Tilapia vorax ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,niloticus,Oreochromis niloticus,"Oreochromis niloticus (Linnaeus, 1758)",Nile tilapia,Freshwater,Non-native,Widespread,Not evaluated,Oreochromis niloticus baringoensis,Oreochromis niloticus cancellatus,Oreochromis niloticus eduardianus,Oreochromis niloticus edwardianus,Oreochromis niloticus filoa,Oreochromis niloticus lancellatus,Oreochromis niloticus niloticus,Oreochromis niloticus sugutae,Oreochromis niloticus tana,Oreochromis niloticus vulcani,Oreochromis vulcani,Perca nilotica,Sarotherodon niloticus,Tilapia calciati ,Tilapia cancellata,Tilapia crassispina,Tilapia eduardiana,Tilapia esduardiana,Tilapia inducta,Tilapia nilotica,Tilapia nilotica cancellata,Tilapia nilotica eduardiana,Tilapia nilotica nilotica,Tilapia nilotica regani ,Tilapia nilotious,Tilapia regani,Tilapia vulcani,Chromis guentheri,Chromis nilotica ,Oreochromis cancellatus cancellatus,Oreochromis cancellatus filoa,Oreochromis nilotica filoa,Oreochromis nilotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,placidus,Oreochromis placidus,"Oreochromis placidus (Trewavas, 1941)",Black tilapia,Freshwater,Native,Widespread,Least concern,Oreochromis placidus placidus,Oreochromis placidus rovumae,Sarotherodon placidus,Sarotherodon ruvumae,Tilapia placida,Tilapia ruvumae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,shiranus,Oreochromis shiranus,"Oreochromis shiranus (Boulenger, 1896)",Shire tilapia,Euryhaline,Non-native,Widespread,Least concern,Oreochromis shiranus chilwae,Oreochromis shiranus shiranus,Sarotherodon chilwae,Sarotherodon shilwae,Sarotherodon shiranus,Sarotherodon shiranus chilwae,Sarotherodon shiranus shiranus,Tilapia shirana,Tilapia shirana chilwae,Tilapia shirana shirana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Orthochromis,machadoi,Orthochromis machadoi,"Orthochromis machadoi (Poll, 1967)",,Freshwater,Non-native,Widespread,Least concern,,,Haplochromis machadoi,Schwetzochromis machadoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Pharyngochromis,acuticeps,Pharyngochromis acuticeps,"Pharyngochromis acuticeps (Steindachner, 1866)",Zambezi river  bream,Freshwater,Non-native,Widespread,Least concern,,,Chromis acuticeps,Chromis jallae,Haplochromis acuticeps,Haplochromis jallae,Tilapia acuticeps,Tilapia jallae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Pseudocrenilabrus,philander,Pseudocrenilabrus philander,"Pseudocrenilabrus philander (Weber, 1897)",Southern mouthbrooder,Freshwater,Native,Widespread,Not evaluated,Pseudocrenilabrus philander dispersus,Pseudocrenilabrus philander luebberti,Pseudocrenilabrus philander philander,Chromis philander,Haplochromis philander,Haplochromis philander dispersus,Haplochromis philander luebberti ,Haplochromis philander philander,Hemihaplochromis philander,Hemihaplochromis philander dispersus,Paratilapia luebberti,Pseudocrenilabrus natalensis,Tilapia ellenbergeri,Tilapia ovalis,Tilapia philander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sargochromis,carlottae,Sargochromis carlottae,"Sargochromis carlottae (Boulenger, 1905)",Rainbow bream,Freshwater,Non-native,Widespread,Least concern,,,Astatotilapia ellenbergeri ,Haplochromis carlottae,Haplochromis gibbiceps,Paratilapia carlottae,Paratilapia deschauenseei,Paratilapia gibbiceps,Serranochromis carlottae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sargochromis,codringtonii,Sargochromis codringtonii,"Sargochromis codringtonii (Boulenger, 1908)",Green bream,Freshwater,Non-native,Widespread,Least concern,,,Paratilapia codringtoni,Paratilapia marginata,Serranochromis codringtonii,Serranochromis condringtoni,Tilapia woosnami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sargochromis,coulteri,Sargochromis coulteri,"Sargochromis coulteri (Bell-Cross, 1975)",Cunene bream,Freshwater,Non-native,Widespread,Least concern,,,Haplochromis coulteri,Serranochromis coulteri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sargochromis,giardi,Sargochromis giardi,"Sargochromis giardi (Pellegrin, 1903)",Pink bream,Freshwater,Non-native,Widespread,Least concern,,,Haplochromis giardi,Pelmatochromis robustus,Serranochromis giardi ,Tilapia giardi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sargochromis,greenwoodi,Sargochromis greenwoodi,"Sargochromis greenwoodi (Bell-Cross, 1975)",Greenwood's bream / Deepcheek bream,Freshwater,Non-native,Widespread,Least concern,,,Chromidotilapia frederici,Chromys frederici,Haplochromis frederici,Haplochromis greenwoodi,Hemichromis frederici ,Paratilapia frederici,Serranochromis greenwoodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sargochromis,mortimeri,Sargochromis mortimeri,"Sargochromis mortimeri (Bell-Cross, 1975)",Mortimer's bream / Kafue bream,Freshwater,Non-native,Regional endemic level 1,Least concern,,,Haplochromis mortimeri ,Serranochromis mortimeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Schwetzochromis ,machadoi ,Orthochromis machadoi,"Schwetzochromis machadoi (Poll, 1967)",Cunene dwarf bream,Freshwater,Non-native,Widespread,Least concern,,,Haplochromis machadoi,Schwetzochromis machadoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Serranochromis,altus,Serranochromis altus,"Serranochromis altus Winemiller & Kelso-Winemiller, 1991",Humpback largemouth,Freshwater,Non-native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Serranochromis,angusticeps,Serranochromis angusticeps,"Serranochromis angusticeps (Boulenger, 1907)",Thinface largemouth,Freshwater,Non-native,Widespread,Least concern,,,Chromis levaillantii,Chromys levaillantii ,Paratilapia angusticeps,Paratilapia kafuensis,Serranochromis augusticeps,Serranochromis kafuensis,Serranochromis levaillantii,Tilapia levaillantii ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Serranochromis,longimanus,Serranochromis longimanus,"Serranochromis longimanus (Boulenger, 1911)",Longfin largemouth,Freshwater,Non-native,Regional endemic level 1,Least concern,,,Paratilapia longimanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Serranochromis,macrocephalus,Serranochromis macrocephalus,"Serranochromis macrocephalus (Boulenger, 1899)",Purpleface largemouth,Freshwater,Non-native,Widespread,Least concern,,,Paratilapia ellenbergeri ,Paratilapia macrocephala,Pelmatochromis genisquamulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Serranochromis,meridianus,Serranochromis meridianus,"Serranochromis meridianus Jubb, 1967",Lowveld largemouth,Freshwater,Native,Widespread,Endangered,,,Serranochromis meridionalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Serranochromis,robustus,Serranochromis robustus,"Serranochromis robustus (Boulenger, 1896)",Nembwe,Freshwater,Non-native,Widespread,Least concern,Serranochromis robustus robustus ,Serranochromis robustus jullae ,Hemichromis robustus,Paratilapia robusta,Pelmatochromis tanganyicae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Serranochromis,thumbergi,Serranochromis thumbergi,"Serranochromis thumbergi (Castelnau, 1861)",Brownspot largemouth,Freshwater,Non-native,Widespread,Least concern,,,Chromys thumbergi ,Paratilapia thumbergii,Pelmatochromis thumbergi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Thoracochromis,albolabris,Thoracochromis albolabris,"Thoracochromis albolabris (Trewavas & Thys van den Audenaerde, 1969)",Thicklipped river bream,Freshwater,Non-native,Widespread,Least concern,Thoracochromis albolabris albolabris,Thoracochromis albolabris van den,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Thoracochromis,buysi,Thoracochromis buysi,"Thoracochromis buysi (Penrith, 1970)",Namibriver bream,Freshwater,Non-native,Widespread,Least concern,,,Haplochromis buysi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tilapia,guinasana,Tilapia guinasana,"Tilapia guinasana Trewavas, 1936",Otjikoto tilapia,Freshwater,Non-native,Regional endemic level 1,Critically Endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Coptodon,rendalli,Coptodon rendalli,"Coptodon rendalli (Boulenger, 1897)",Redbreast tilapia,Freshwater,Native,Widespread,Least concern,,,Chromis rendallii,Tilapia christyi ,Tilapia druryi,Tilapia gefuensis,Tilapia kirkhami,Tilapia latifrons,Tilapia mackeani,Tilapia melanopleura rendalli,Tilapia melanopleura swierstrae,Tilapia rendalli,Tilapia rendalli gefuensis,Tilapia rendalli rendalli,Tilapia rendalli swierstrae,Tilapia rendallis,Tilapia sexfasciata,Tilapia swierstrae,Tilapia sykesii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
