eventID,occurrenceID,institutionCode,collectionCode,catalogNumber,fieldNumber,previousIdentifications,higherClassification,identificationQualifier,basisOfRecord,sex,lifeStage,recordedBy,higherGeography,continent,country,stateProvince,locality,locationID,waterBody,islandGroup,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,geodeticDatum,georeferenceSources,year,month,day,associatedMedia,occurrenceRemarks,organismQuantity,identifiedBy,accessRights,modified,occurrenceStatus,samplingProtocol,individualCount,associatedReferences,datasetName,taxonID,scientificName,vernacularName,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,dynamicProperties,taxonRank
OdonataMAP-70,URN:catalog:adu.org.za:odonata:70,ADU-UCT,OdonataMAP-VM,1285218162,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"farm Nooitgedacht 589; 7.5 km SW of Tzaneen; Northern Timbers' Nooitgedacht commercial tree plantation",VM-Gazetteer-ID:130,,,800,820,0,0,-23.870917,30.082694,0,WGS84,GPS,2010,5,19,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668210,"Palpopleura portia","Portia Widow",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Palpopleura,portia,,"(Drury, 1773)",LC,species
OdonataMAP-71,URN:catalog:adu.org.za:odonata:71,ADU-UCT,OdonataMAP-VM,1285218709,,,Animalia|Arthopoda|Insecta|Odonata|Platycnemididae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"farm Berlyn 506; 16.6 km N of Graskop",VM-Gazetteer-ID:131,,,1460,1480,0,0,-24.792972,30.894056,0,WGS84,GPS,2009,12,25,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,661480,"Allocnemis leucosticta",Goldtail,Animalia,Arthopoda,Insecta,Odonata,Platycnemididae,Allocnemis,leucosticta,,"(Selys, 1863)",LC,species
OdonataMAP-72,URN:catalog:adu.org.za:odonata:72,ADU-UCT,OdonataMAP-VM,1285218709,,,Animalia|Arthopoda|Insecta|Odonata|Synlestidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"farm Berlyn 506; 16.6 km N of Graskop",VM-Gazetteer-ID:131,,,1460,1480,0,0,-24.792972,30.894056,0,WGS84,GPS,2009,12,25,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,660120,"Chlorolestes fasciatus","Mountain Malachite",Animalia,Arthopoda,Insecta,Odonata,Synlestidae,Chlorolestes,fasciatus,,"(Burmeister, 1839)",LC,species
OdonataMAP-73,URN:catalog:adu.org.za:odonata:73,ADU-UCT,OdonataMAP-VM,1285219242,,,Animalia|Arthopoda|Insecta|Odonata|Synlestidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Treur River; farm London 495; 16.9 km N of Graskop; York's London commercial tree plantation",VM-Gazetteer-ID:132,,,1440,1460,0,0,-24.785556,30.878222,0,WGS84,GPS,2009,12,25,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,660120,"Chlorolestes fasciatus","Mountain Malachite",Animalia,Arthopoda,Insecta,Odonata,Synlestidae,Chlorolestes,fasciatus,,"(Burmeister, 1839)",LC,species
OdonataMAP-74,URN:catalog:adu.org.za:odonata:74,ADU-UCT,OdonataMAP-VM,1285219242,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Treur River; farm London 495; 16.9 km N of Graskop; York's London commercial tree plantation",VM-Gazetteer-ID:132,,,1440,1460,0,0,-24.785556,30.878222,0,WGS84,GPS,2009,12,25,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667140,"Crocothemis sanguinolenta","Little Scarlet",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Crocothemis,sanguinolenta,,"(Burmeister, 1839)",LC,species
OdonataMAP-75,URN:catalog:adu.org.za:odonata:75,ADU-UCT,OdonataMAP-VM,1285219242,,,Animalia|Arthopoda|Insecta|Odonata|Platycnemididae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Treur River; farm London 495; 16.9 km N of Graskop; York's London commercial tree plantation",VM-Gazetteer-ID:132,,,1440,1460,0,0,-24.785556,30.878222,0,WGS84,GPS,2009,12,25,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,661810,"Elattoneura glauca","Common Threadtail",Animalia,Arthopoda,Insecta,Odonata,Platycnemididae,Elattoneura,glauca,,"(Selys, 1860)",LC,species
OdonataMAP-76,URN:catalog:adu.org.za:odonata:76,ADU-UCT,OdonataMAP-VM,1285219242,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Treur River; farm London 495; 16.9 km N of Graskop; York's London commercial tree plantation",VM-Gazetteer-ID:132,,,1440,1460,0,0,-24.785556,30.878222,0,WGS84,GPS,2009,12,25,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667950,"Orthetrum julia","Julia Skimmer",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Orthetrum,julia,,"Kirby, 1900",LC,species
OdonataMAP-77,URN:catalog:adu.org.za:odonata:77,ADU-UCT,OdonataMAP-VM,1285219242,,,Animalia|Arthopoda|Insecta|Odonata|Gomphidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Treur River; farm London 495; 16.9 km N of Graskop; York's London commercial tree plantation",VM-Gazetteer-ID:132,,,1440,1460,0,0,-24.785556,30.878222,0,WGS84,GPS,2009,12,25,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,665740,"Paragomphus cognatus","Rock Hooktail",Animalia,Arthopoda,Insecta,Odonata,Gomphidae,Paragomphus,cognatus,,"(Rambur, 1842)",LC,species
OdonataMAP-78,URN:catalog:adu.org.za:odonata:78,ADU-UCT,OdonataMAP-VM,1285219242,,,Animalia|Arthopoda|Insecta|Odonata|Chlorocyphidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Treur River; farm London 495; 16.9 km N of Graskop; York's London commercial tree plantation",VM-Gazetteer-ID:132,,,1440,1460,0,0,-24.785556,30.878222,0,WGS84,GPS,2009,12,25,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,661180,"Platycypha caligata","Dancing Jewel",Animalia,Arthopoda,Insecta,Odonata,Chlorocyphidae,Platycypha,caligata,,"(Selys, 1853)",LC,species
OdonataMAP-79,URN:catalog:adu.org.za:odonata:79,ADU-UCT,OdonataMAP-VM,1285219834,,,Animalia|Arthopoda|Insecta|Odonata|Chlorocyphidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Sabie River; 2.6 km SW of Sabie; farm Grootfontein 196; York Timbers Sabie",VM-Gazetteer-ID:133,,,1000,1020,0,0,-25.098722,30.754778,0,WGS84,GPS,2009,10,12,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,661180,"Platycypha caligata","Dancing Jewel",Animalia,Arthopoda,Insecta,Odonata,Chlorocyphidae,Platycypha,caligata,,"(Selys, 1853)",LC,species
OdonataMAP-80,URN:catalog:adu.org.za:odonata:80,ADU-UCT,OdonataMAP-VM,1285226326,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"farm Riverside 173/20; 5.7 km NE of Malelane; Leopard Creek Country Estate",VM-Gazetteer-ID:137,,,280,320,0,0,-25.447222,31.532778,0,WGS84,GPS,2009,4,14,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667130,"Crocothemis erythraea","Broad Scarlet",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Crocothemis,erythraea,,"(Brullé, 1832)",LC,species
OdonataMAP-81,URN:catalog:adu.org.za:odonata:81,ADU-UCT,OdonataMAP-VM,1285228425,,,Animalia|Arthopoda|Insecta|Odonata|Coenagrionidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Grootspruit; 8.6 km NNW of Belfast; farm Langkloof 356",VM-Gazetteer-ID:143,,,1820,1840,0,0,-25.626472,30.000611,0,WGS84,GPS,2010,2,22,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,663260,"Pseudagrion citricola","Yellow-faced Sprite",Animalia,Arthopoda,Insecta,Odonata,Coenagrionidae,Pseudagrion,citricola,,"Barnard, 1937",LC,species
OdonataMAP-82,URN:catalog:adu.org.za:odonata:82,ADU-UCT,OdonataMAP-VM,1285228425,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Grootspruit; 8.6 km NNW of Belfast; farm Langkloof 356",VM-Gazetteer-ID:143,,,1820,1840,0,0,-25.626472,30.000611,0,WGS84,GPS,2010,2,22,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,669080,"Trithemis stictica","Jaunty Dropwing",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Trithemis,stictica,,"(Burmeister, 1839)",LC,species
OdonataMAP-83,URN:catalog:adu.org.za:odonata:83,ADU-UCT,OdonataMAP-VM,1285228833,,,Animalia|Arthopoda|Insecta|Odonata|Coenagrionidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Kleinspruit; 9.4 km NNW of Belfast; farm Langkloof 356",VM-Gazetteer-ID:144,,,1820,1840,0,0,-25.618556,30.000583,0,WGS84,GPS,2010,2,22,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,662330,"Africallagma glaucum","Swamp Bluet",Animalia,Arthopoda,Insecta,Odonata,Coenagrionidae,Africallagma,glaucum,,"(Burmeister, 1839)",LC,species
OdonataMAP-84,URN:catalog:adu.org.za:odonata:84,ADU-UCT,OdonataMAP-VM,1285228833,,,Animalia|Arthopoda|Insecta|Odonata|Platycnemididae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Kleinspruit; 9.4 km NNW of Belfast; farm Langkloof 356",VM-Gazetteer-ID:144,,,1820,1840,0,0,-25.618556,30.000583,0,WGS84,GPS,2010,2,22,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,661810,"Elattoneura glauca","Common Threadtail",Animalia,Arthopoda,Insecta,Odonata,Platycnemididae,Elattoneura,glauca,,"(Selys, 1860)",LC,species
OdonataMAP-85,URN:catalog:adu.org.za:odonata:85,ADU-UCT,OdonataMAP-VM,1285228833,,,Animalia|Arthopoda|Insecta|Odonata|Coenagrionidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Kleinspruit; 9.4 km NNW of Belfast; farm Langkloof 356",VM-Gazetteer-ID:144,,,1820,1840,0,0,-25.618556,30.000583,0,WGS84,GPS,2010,2,22,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,663195,"Pseudagrion sp.",,Animalia,Arthopoda,Insecta,Odonata,Coenagrionidae,Pseudagrion,,,"Selys, 1876",,genus
OdonataMAP-86,URN:catalog:adu.org.za:odonata:86,ADU-UCT,OdonataMAP-VM,1285248144,,,Animalia|Arthopoda|Insecta|Odonata|Gomphidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Lone Creek River; 7 km W of Sabie; farm Ceylon 197; Below Lone Creek Falls on Komtiland Forest's Tweefontein commercial tree plantation",VM-Gazetteer-ID:145,,,1080,1100,0,0,-25.108861,30.710889,0,WGS84,GPS,2010,3,24,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,665480,"Notogomphus praetorius","Yellowjack Longleg",Animalia,Arthopoda,Insecta,Odonata,Gomphidae,Notogomphus,praetorius,,"(Selys, 1878)",LC,species
OdonataMAP-87,URN:catalog:adu.org.za:odonata:87,ADU-UCT,OdonataMAP-VM,1285248748,,,Animalia|Arthopoda|Insecta|Odonata|Coenagrionidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"farm Grootfontein 196/20",VM-Gazetteer-ID:146,,,980,1000,0,0,-25.091167,30.773139,0,WGS84,GPS,2010,3,25,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,663610,"Pseudagrion spernatum","Upland Sprite",Animalia,Arthopoda,Insecta,Odonata,Coenagrionidae,Pseudagrion,spernatum,,"Selys, 1881",LC,species
OdonataMAP-88,URN:catalog:adu.org.za:odonata:88,ADU-UCT,OdonataMAP-VM,1285248748,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"farm Grootfontein 196/20",VM-Gazetteer-ID:146,,,980,1000,0,0,-25.091167,30.773139,0,WGS84,GPS,2010,3,25,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668900,"Trithemis pluvialis","Russet Dropwing",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Trithemis,pluvialis,,"Förster, 1906",LC,species
OdonataMAP-89,URN:catalog:adu.org.za:odonata:89,ADU-UCT,OdonataMAP-VM,1285249184,,,Animalia|Arthopoda|Insecta|Odonata|Synlestidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"16.3 km NNE of Graskop; farm London 495; York Timber's London commercial tree plantation",VM-Gazetteer-ID:148,,,1440,1460,0,0,-24.794472,30.890000,0,WGS84,GPS,2010,3,24,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,660120,"Chlorolestes fasciatus","Mountain Malachite",Animalia,Arthopoda,Insecta,Odonata,Synlestidae,Chlorolestes,fasciatus,,"(Burmeister, 1839)",LC,species
OdonataMAP-90,URN:catalog:adu.org.za:odonata:90,ADU-UCT,OdonataMAP-VM,1285250210,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Butchart Duncan","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"Turaco Wood, Duiker Street, Nelspruit",VM-Gazetteer-ID:147,,,700,730,0,0,-25.403585,30.937500,0,WGS84,"Google Map",2010,9,10,,"interesting in that this species (two individuals) has been active around our garden pond for several weeks now . . . according to Samways (2008) the \"flight period\" is Nov-May, so this record indicates activity during the dry winter months",,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668200,"Palpopleura lucia","Lucia Widow",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Palpopleura,lucia,,"(Drury, 1773)",LC,species
OdonataMAP-91,URN:catalog:adu.org.za:odonata:91,ADU-UCT,OdonataMAP-VM,1285253339,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"Vraaiuitzight 343, Gethlane Lodge",VM-Gazetteer-ID:71,,,830,900,0,0,-24.764278,30.387917,0,WGS84,GPS,2010,6,19,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668200,"Palpopleura lucia","Lucia Widow",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Palpopleura,lucia,,"(Drury, 1773)",LC,species
OdonataMAP-92,URN:catalog:adu.org.za:odonata:92,ADU-UCT,OdonataMAP-VM,1285253339,,,Animalia|Arthopoda|Insecta|Odonata|Calopterygidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"Vraaiuitzight 343, Gethlane Lodge",VM-Gazetteer-ID:71,,,830,900,0,0,-24.764278,30.387917,0,WGS84,GPS,2010,6,19,,"High abundance of adults in nearby riparian thicket.",,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,660580,"Phaon iridipennis","Glistening Demoiselle",Animalia,Arthopoda,Insecta,Odonata,Calopterygidae,Phaon,iridipennis,,"(Burmeister, 1839)",LC,species
OdonataMAP-93,URN:catalog:adu.org.za:odonata:93,ADU-UCT,OdonataMAP-VM,1285253339,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"Vraaiuitzight 343, Gethlane Lodge",VM-Gazetteer-ID:71,,,830,900,0,0,-24.764278,30.387917,0,WGS84,GPS,2010,6,19,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668420,"Sympetrum fonscolombii","Red-veined Darter or Nomad",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Sympetrum,fonscolombii,,"(Selys, 1840)",LC,species
OdonataMAP-94,URN:catalog:adu.org.za:odonata:94,ADU-UCT,OdonataMAP-VM,1285254195,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Eastern Cape",,"South Africa","Eastern Cape","Kleinbos River; 6.8 km W of Stormsriver; farm Lottering Forest Reserve; MTO Blueliliesbush commercial tree plantation",VM-Gazetteer-ID:141,,,240,260,0,0,-33.965444,23.814444,0,WGS84,GPS,2010,9,15,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668420,"Sympetrum fonscolombii","Red-veined Darter or Nomad",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Sympetrum,fonscolombii,,"(Selys, 1840)",LC,species
OdonataMAP-95,URN:catalog:adu.org.za:odonata:95,ADU-UCT,OdonataMAP-VM,1285269647,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G",|Mozambique|,,Mozambique,,"Tofu town",VM-Gazetteer-ID:154,,,0,20,0,0,-23.855444,35.548944,0,WGS84,"Google Earth",2009,5,19,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667180,"Diplacodes sp.",,Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Diplacodes,,,"Kirby, 1889",,genus
OdonataMAP-96,URN:catalog:adu.org.za:odonata:96,ADU-UCT,OdonataMAP-VM,1285270474,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"13.9 km NW of Thohoyandou; Tshirovha River; KLF Entabeni (Tate Vondo)",VM-Gazetteer-ID:127,,,1060,1080,0,0,-22.905250,30.348083,0,WGS84,GPS,2010,3,27,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668210,"Palpopleura portia","Portia Widow",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Palpopleura,portia,,"(Drury, 1773)",LC,species
OdonataMAP-97,URN:catalog:adu.org.za:odonata:97,ADU-UCT,OdonataMAP-VM,1285324977,,,Animalia|Arthopoda|Insecta|Odonata|Aeshnidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"10.6 km NE of Belfast; farm Groenvlei 353/4; Paradise Falls Farm",VM-Gazetteer-ID:163,,,1700,1720,0,0,-25.651694,30.138667,0,WGS84,GPS,2010,9,21,,"Patrolling stream (close to water level) at 18h00 (dusk).",,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,664140,"Anax imperator","Blue Emperor",Animalia,Arthopoda,Insecta,Odonata,Aeshnidae,Anax,imperator,,"Leach, 1815",LC,species
OdonataMAP-98,URN:catalog:adu.org.za:odonata:98,ADU-UCT,OdonataMAP-VM,1285418077,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K55 6724; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:125,,,24,26,0,0,-28.599083,32.232139,0,WGS84,GPS,2009,12,17,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,666920,"Aethriamanta rezia","Pygmy Basker",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Aethriamanta,rezia,,"Kirby, 1889",LC,species
OdonataMAP-99,URN:catalog:adu.org.za:odonata:99,ADU-UCT,OdonataMAP-VM,1285493045,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"34 km NW of Piet Retief; farm Zoar 356; Mondi Zoar commercial tree plantation",VM-Gazetteer-ID:138,,,1360,1380,0,0,-26.850139,30.482083,0,WGS84,GPS,2010,2,23,,"On tips of tall grasses in wetland system (water standing to slow flowing)",,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668190,"Palpopleura jucunda","Yellow-veined Widow",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Palpopleura,jucunda,,"Rambur, 1842",LC,species
OdonataMAP-100,URN:catalog:adu.org.za:odonata:100,ADU-UCT,OdonataMAP-VM,1285493045,,,Animalia|Arthopoda|Insecta|Odonata|Coenagrionidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Mpumalanga",,"South Africa",Mpumalanga,"34 km NW of Piet Retief; farm Zoar 356; Mondi Zoar commercial tree plantation",VM-Gazetteer-ID:138,,,1360,1380,0,0,-26.850139,30.482083,0,WGS84,GPS,2010,2,23,,"Perched in grassy vegetation close to standing water",,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,662410,"Agriocnemis sp.",wisps,Animalia,Arthopoda,Insecta,Odonata,Coenagrionidae,Agriocnemis,,,"Selys, 1877",,genus
OdonataMAP-101,URN:catalog:adu.org.za:odonata:101,ADU-UCT,OdonataMAP-VM,1285581088,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Oschadleus HD","|South Africa|Limpopo",,"South Africa",Limpopo,"Pietersberg NR",VM-Gazetteer-ID:185,,,0,0,0,0,-23.941973,29.462749,0,WGS84,"Google Map",2010,2,3,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668230,"Pantala flavescens","Wandering Glider",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Pantala,flavescens,,"(Fabricius, 1798)",LC,species
