RHP Site Code,Latitude,Longitude,,
C2SKOO-VENTE,-26.31178,26.83761,,
C2SUIK-BADFO,-26.68122,28.05011,,
C2SUIK-BLES1,-26.64669,28.38197,,
C2SUIK-BLESB,-26.64669,28.38197,,
C2SUIK-DEHOE,-26.64672,28.38197,,
C2SUIK-GOEDV,-26.67547,28.17314,,
C2SUIK-UPPE1,-26.68136,28.16737,,
C2SUIK-UPPE2,-26.68136,28.16737,,
C2TAAI-SASOL,-26.79472,27.90708,,
C2VAAL-BARRA,-26.76861,27.67806,,
C2VAAL-DENEY,-26.87444,28.11639,,
C2VAAL-ELGRO,-26.92689,27.18508,,
C2VAAL-EUR12,-26.9363,26.8499,,
C2VAAL-EUR13,-27.10413,26.52185,,
C2VAAL-EUR14,-27.4412,26.98574,,
C2VAAL-ORKNE,-27.01444,26.69333,,
C2VAAL-PARYS,-26.90142,27.44628,,
C2VAAL-SCAND,-26.93241,27.01366,,
C2VAAL-STONE,-26.90219,27.38889,,
C2VAAL-USPAR,-26.8925,27.46611,,
C2VAAL-VERMA,-26.93632,26.8503,,
C2YSTE-ORKNY,-27.05583,26.54306,,
C3BLUE-NORLI,-27.61999,24.63739,,
C3HART-CANAL,-27.8031,24.70939,,
C3HART-DELPO,-28.37694,24.30305,,
C3HART-ESPAG,-27.69778,24.73236,,
C3HART-HARTS,-27.80319,24.70939,,
C3HART-HOSPI,-27.54131,24.79161,,
C3HART-LEEUS,-26.61188,25.66356,,
C3HART-MOTSW,-27.69618,24.67699,,
C3HART-PAMPI,-27.7867,24.70485,,
C3HART-SANNI,-26.55767,25.7925,,
C3HART-TASUN,-27.57335,24.7441,,
C3HART-TAUNG,-27.5333,24.85443,,
C3HART-TOLGA,-27.5404,24.8248,,
C3HART-WELGE,-26.64374,25.61631,,
C3VAAL-EUR17,-28.38028,24.3011,,
C4GVET-VDRIE,-28.71222,26.95917,,
C4KVET-VVIER,-28.61889,27.01639,,
C4SAND-N1ROA,-28.23306,27.0875,,
C4SAND-STAAL,-28.12333,26.58528,,
C4SAND-STOOM,-28.32167,27.49139,,
C4VETR-ERFEN,-28.46333,26.34528,,
C4VETR-HOOPS,-27.935,26.12583,,
C5BOKR-RUSTF,-29.37417,26.57083,,
C5FOUR-KALKF,-29.66944,26.07239,,
C5GANN-CMODD,-29.45444,26.73472,,
C5KLEI-BOTSH,-29.25,26.6575,,
C5KMOD-BOTSH,-29.25389,26.65583,,
C5KORA-MOCK2,-29.08083,26.59139,,
C5KORA-MOCKE,-29.08028,26.59333,,
C5KROM-CRIET,-29.65361,25.435,,
C5MODD-CONFL,-29.02833,24.63833,,
C5MODD-DEWET,-29.59028,26.70694,,
C5MODD-GLENS,-28.84917,26.18667,,
C5MODD-KRUGE,-28.88667,25.95528,,
C5MODD-MODDE,-28.02889,24.505,,
C5MODD-PERD2,-28.99306,25.08056,,
C5MODD-SANNA,-29.16111,26.57194,,
C5MODD-SOETD,-28.80722,26.10694,,
C5OSSP-MOCKE,-28.97639,26.47,,
C5RENO-BISHO,-28.96667,26.31917,,
C5RENO-BLOEM,-28.96694,26.33222,,
C5RIET-EWR09,-30.11083,25.84972,,
C5RIET-IFR01,-29.02778,24.51306,,
C5RIET-IFR03,-29.57583,25.70972,,
C5RIET-JACOB,-29.09972,24.69889,,
C5RIET-KOFFI,-29.41944,24.90861,,
C5SEPA-SEPAN,-29.16306,26.59528,,
C5SEPA-THABA,-29.16333,26.59503,,
C5TIER-TIERP,-29.50389,25.94722,,
C5VAAL-EUR18,-29.02723,24.51294,,
C5VANZ-DWNWR,-30.11167,25.84972,,
C6VALS-BETLE,-28.12472,28.11111,,
C6VALS-LINDL,-27.86444,27.67833,,
C6VALS-PROKL,-27.48694,26.67944,,
C7HEUN-RENOS,-27.17222,27.25,,
C7RENO-KOPPI,-27.26639,27.53139,,
C7RENO-R501B,-27.06944,27.04444,,
C8ASHR-CLARE,-28.45639,28.41194,,
C8ASRV-MIDDE,-28.37917,28.365,,
C8BEDF-CRANE,-28.23652,29.59424,,
C8BEDF-DDRIF,-28.22576,29.55115,,
C8BOBB-BOTJH,-28.5189,28.81005,,
C8CORN-UPST1,-27.83822,29.35922,,
C8CORN-UPSTR,-27.83822,29.35922,,
C8GROO-UPPER,-27.51669,28.84838,,
C8GROO-UPSTR,-27.51669,28.84838,,
C8HOLS-UPPER,-27.68016,28.79288,,
C8KLIP-VAALD,-27.2475,28.22611,,
C8KROM-UPPER,-27.25783,28.40672,,
C8LIEB-DEMOL,-27.70056,28.2725,,
C8LIEB-MAFAH,-27.53111,28.47556,,
C8LIEB-TWEEL,-27.53083,28.47556,,
C8LIEB-WOODF,-27.99417,28.31667,,
C8MEUL-UPPE1,-27.08358,28.89911,,
C8MEUL-UPPER,-27.97461,29.31991,,
C8MEUL-UPPUR,-27.93139,29.53056,,
C8NAMA-FIKAP,-28.66782,28.8549,,
C8NAMA-GOLFC,-28.49778,28.82803,,
C8NAMA-LIMES,-28.65368,28.85147,,
C8NAMA-MAKWA,-28.5431,28.84933,,
C8NAMA-MOEDI,-28.61565,28.8364,,
C8NUWE-CONFL,-28.28472,29.08417,,
C8NUWE-LANGK,-28.51536,28.97981,,
C8WILG-BELWH,-27.90333,28.8075,,
C8WILG-FRANK,-27.28833,28.45,,
C8WILG-UPPE1,-27.80016,28.76777,,
C8WILG-UPPE2,-27.80016,28.76777,,
C8WILG-UPPER,-28.1993,29.5595,,
C9VAAL-CHRIS,-27.95299,25.14791,,
C9VAAL-DELPO,-28.41847,24.29047,,
C9VAAL-DOUGL,-29.05339,23.79392,,
C9VAAL-DOUGW,-29.04475,23.83622,,
C9VAAL-EUR16,-27.65541,25.59564,,
C9VAAL-EUR19,-28.7048,24.07603,,
C9VAAL-GONGG,-28.48797,24.40919,,
C9VAAL-SCHM1,-28.61986,24.10164,,
C9VAAL-SCHM2,-28.60536,24.11108,,
C9VAAL-SCHMI,-28.71169,24.07258,,
C9VAAL-SEWAG,-28.11419,24.83958,,
C9VAAL-VAALB,-28.45019,24.32617,,
C9VAAL-WARRE,-28.10728,24.83986,,
C9VAAL-WARSU,-28.11583,24.83583,,
C9VAAL-WINDO,-28.31932,24.43,,
C9VAAL-WVALE,-28.07,25.04,,
D1BOKO-B030P,-29.22975,28.35902,,
D1BOKO-B3PNT,-29.3508,28.11716,,
D1BOKO-B4PNT,-29.32661,28.11433,,
D1BOKO-B5PNT,-28.32297,28.11211,,
D1BOKO-B6PNT,-29.30161,28.10544,,
D1BOKO-B7PNT,-29.29377,28.11225,,
D1BOKO-B8PNT,-29.27636,28.12186,,
D1BOKO-BO10P,-29.27775,28.38197,,
D1BOKO-BO20P,-29.25988,28.37611,,
D1BOKO-BO40P,-29.21225,28.35627,,
D1BOKO-G01PT,-29.13433,28.3445,,
D1JORO-J6PNT,-29.3873,28.04583,,
D1JORO-J7PNT,-29.36672,28.03486,,
D1JORO-J8PNT,-29.35672,28.03469,,
D1MALI-B28PT,-29.04908,28.53322,,
D1MALI-B30PT,-29.0258,28.54366,,
D1MALI-KMA10,-29.07013,28.52691,,
D1MALI-KMA20,-29.05788,28.53166,,
D1MALI-MA70P,-29.01988,28.54813,,
D1MALI-MA75P,-29.00308,28.54261,,
D1MALI-MA78P,-28.93944,28.55994,,
D1MALI-MA80P,-28.89702,28.56297,,
D1MOTE-MO10P,-28.97355,28.57541,,
D1ORAN-HERSC,-30.48306,27.23333,,
D1ORAN-ORANJ,-30.33778,27.36278,,
D1PELA-KPE40,-29.04033,28.45797,,
D1PELA-PE10P,-29.08358,28.49597,,
D1PELA-PE20P,-29.07875,28.48133,,
D1PELA-PE30P,-29.06197,28.46402,,
D1PELA-PE50P,-29.02972,28.46258,,
D1RAPO-JT10P,-29.37066,28.02422,,
D1SENQ-S22PT,-29.36902,28.18094,,
D1SENQ-S24PT,-29.35733,28.18819,,
D1SENQ-S25PT,-29.33838,28.20436,,
D1SENQ-S28PT,-29.30063,28.2365,,
D1SENQ-S29PT,-29.29288,28.24836,,
D1SENQ-S34PT,-29.22602,28.27422,,
D1UNSP-ST10P,-29.35697,28.19022,,
D2CALE-EWR03,-28.72222,28.15083,,
D2CALE-JIMFO,-29.71083,26.98583,,
D2CALE-LADYB,-27.37778,27.40944,,
D2CALE-LOWER,-30.45383,26.27275,,
D2CALE-TUSSE,-30.4275,26.30556,,
D2CALE-UPPER,-28.6501,28.38733,,
D2CALE-WEIRF,-29.61556,27.06528,,
D2CALE-WELBE,-29.91083,26.85917,,
D2GROO-FARM1,-28.68056,28.13972,,
D2GROO-FARM2,-28.73583,28.11167,,
D2LCAL-EWR01,-28.52694,28.48306,,
D2LEEU-EWR06,-29.52167,27.13583,,
D2MEUL-FARM1,-28.72972,27.80944,,
D2MOPE-WATER,-29.035,27.56917,,
D3KRAA-KRAAI,-30.8258,26.92102,,
D3ORAN-HOPET,-29.60004,24.08778,,
D3ORAN-VANDE,-29.57639,24.07417,,
D4MOLO-ASLAA,-25.85531,25.68011,,
D4MOLO-BOSBP,-25.87305,26.00886,,
D4MOLO-BUHRM,-25.85117,25.80908,,
D4MOLO-FLOWG,-25.88288,26.02025,,
D4MOLO-LOMAN,-25.87436,25.62456,,
D4MOLO-MAFIK,-25.87494,25.63994,,
D4MOLO-MODIM,-25.85936,25.44972,,
D4MOLO-WEIRD,-25.88161,26.01813,,
D4MOSH-SETHA,-27.11381,23.91939,,
D7ORAN-6ROBL,-28.86658,22.04244,,
D7ORAN-BOEGB,-29.00547,22.16225,,
D7ORAN-GIFKL,-28.42844,21.40003,,
D7ORAN-GROBL,-28.99886,22.17606,,
D7ORAN-KAKAM,-28.77686,20.73969,,
D7ORAN-KANON,-28.63594,21.09061,,
D7ORAN-KEIMO,-28.72806,20.98547,,
D7ORAN-NEUSB,-28.77672,20.73986,,
D7ORAN-PRIES,-29.66117,22.75564,,
D7ORAN-UPING,-28.45256,21.25992,,
D8ORAN-BLOUP,-28.51061,20.172,,
D8ORAN-GOODH,-28.90742,18.20825,,
D8ORAN-ONSEE,-28.74072,19.3305,,
D8ORAN-PELLA,-28.96411,19.14531,,
D8ORAN-RICHT,-28.07772,16.94428,,
D8ORAN-SENDD,-28.16914,16.88914,,
D8ORAN-SENDU,-28.10722,16.88319,,
D8ORAN-VIOOL,-28.76211,17.72633,,
E1BOON-BRIDG,-32.56722,19.00972,,
E1BOON-CITRU,-32.82278,19.11667,,
E1BOON-R303B,-32.63062,19.06967,,
E1JAND-BRIDG,-32.173,18.9,,
E1JAND-SWEMG,-32.20898,18.97558,,
E1NOOR-OFFTA,-32.72008,19.06677,,
E1OLIF-ALGER,-32.36556,18.95417,,
E1OLIF-BOSCH,-32.975,19.18389,,
E1OLIF-BULSH,-31.99111,18.79,,
E1OLIF-CITRU,-32.58,19,,
E1OLIF-CLANW,-32.1732,18.87083,,
E1OLIF-GROOT,-32.88722,19.09444,,
E1OLIF-KEERO,-32.85,19.085,,
E1OLIF-KRIED,-32.36528,18.95278,,
E1OLIF-LANGK,-32.04777,18.82273,,
E1OLIF-MACGR,-32.75167,19.05,,
E1OLIF-SOURC,-33.15917,19.23556,,
E1OLIF-TWEEF,-32.65027,19.0152,,
E1OLIF-VISGA,-33.07694,19.21639,,
E1OLIF-WWTW5,-32.54,18.98361,,
E1OLIF-ZYPHE,-31.92395,18.68493,,
E1RATE-BEAVE,-32.90542,19.0692,,
E1ROND-ALGER,-32.37361,19.05833,,
E1ROND-BRIDG,-32.37028,19.05583,,
E1ROND-CANYO,-32.25917,18.95194,,
E1ROND-KEURB,-32.26611,18.9725,,
E1ROND-MEADO,-32.29389,18.99778,,
E1ROND-ROCKF,-32.36806,19.05306,,
E1ROND-ROOID,-32.27778,18.97944,,
E1ROND-UITKY,-32.39556,19.08972,,
E1TEER-AWEIR,-32.56655,19.05122,,
E1TEER-BOSCH,-32.55842,19.05957,,
E1TEER-DWEIR,-32.56855,19.05088,,
E1TEER-INTER,-32.5606,19.05685,,
E1TEER-ORCHA,-32.56258,19.05448,,
E1UITK-UITKY,-32.39833,19.09,,
E2BIED-CAUSE,-32.04717,19.40753,,
E2BIED-WELBE,-32.15325,19.1865,,
E2BOON-BILLB,-32.11,19.11722,,
E2BOON-MAINS,-32.12,19.10806,,
E2BOON-ROADB,-32.0975,19.117,,
E2BOON-TRACT,-32.0975,19.10472,,
E2BRAN-TRAVE,-32.07064,19.07584,,
E2BRAN-VOGEL,-32.56528,19.35833,,
E2DORI-ATANK,-32.31222,19.54806,,
E2DORI-BIEDO,-32.04086,19.40867,,
E2DORI-DEBRU,-31.865,18.68667,,
E2DORI-DORIN,-31.97333,19.22333,,
E2DORI-OUDRI,-31.85806,18.90861,,
E2DORI-TANKW,-32.31,19.55,,
E2GROO-DEMOD,-32.54239,19.54361,,
E2GROO-DEMON,-32.54717,19.5294,,
E2GROO-EWR06,-32.64861,19.40833,,
E2GROO-LEEUW,-32.82167,19.31444,,
E2HOUD-MORES,-33.00706,19.49681,,
E2KRUI-ELAND,-33.175,19.33639,,
E2LEEU-GAUGE,-32.77986,19.28344,,
E2MATJ-MATJI,-32.51861,19.35056,,
E2MATJ-SANDD,-32.4875,19.26806,,
E2RIET-KATBA,-32.89939,19.53828,,
E2SUUR-SUIKE,-32.65922,19.22536,,
E2TANK-ELAND,-32.31433,19.55997,,
E2TRAT-WUPPE,-32.27097,19.22439,,
E2TWEE-DEDRI,-32.66902,19.23922,,
E2TWEE-DEHOE,-32.67522,19.21083,,
E2TWEE-EERST,-32.67061,19.24331,,
E3HANT-R27RO,-31.32062,19.11798,,
E3HOLR-BOESM,-31.55308,18.4085,,
E3OLIF-BOTHA,-31.64,18.45,,
E3OLIF-KLAWE,-31.76944,18.61111,,
E3OLIF-KLAWT,-31.77142,18.61382,,
E3OLIF-LUTZV,-31.5651,18.32748,,
E3OLIF-N7ROA,-31.838,18.625,,
E3OLIF-VREDE,-31.69,18.5,,
E3SOUT-N7BRI,-31.39677,18.66383,,
E3WIED-VANRY,-31.6874,18.69102,,
E4KOEB-DEHOO,-31.64786,19.05497,,
E4OORL-NIEUW,-31.45028,19.15861,,
G1ASSE-FRANS,-33.96944,19.07778,,
G1BELL-BELLI,-33.88528,19.02139,,
G1BERG-BRBM1,-33.95556,19.07361,,
G1BERG-BRIDG,-33.10556,18.83889,,
G1BERG-CECIL,-33.76389,18.9705,,
G1BERG-DALJO,-33.73056,18.975,,
G1BERG-DEWDA,-33.9,19.05278,,
G1BERG-DRIEH,-33.13056,18.86111,,
G1BERG-FORES,-33.96563,19.07153,,
G1BERG-FRANS,-33.97778,19.06667,,
G1BERG-GOEDV,-33.25556,18.95278,,
G1BERG-HERMO,-33.43333,18.95556,,
G1BERG-JIMFO,-33.87917,19.03333,,
G1BERG-KERSE,-32.90278,18.32778,,
G1BERG-LADYL,-33.63056,18.975,,
G1BERG-PIKET,-32.97083,18.73611,,
G1BERG-SANDD,-32.93,18.679,,
G1BERG-SKUIF,-33.8915,19.04922,,
G1BERG-THEE2,-33.94306,19.075,,
G1BERG-ZONQU,-33.325,18.987,,
G1BOES-BANGH,-32.76567,18.64505,,
G1BOES-KAPTE,-32.7743,18.58187,,
G1BOES-VELDR,-32.84417,18.567,,
G1DRAK-WEMME,-33.80775,19.077,,
G1DWAR-GWEIR,-33.94733,18.9688,,
G1DWAR-KYLEM,-33.91242,18.94392,,
G1DWAR-RHODE,-33.86806,18.98611,,
G1FRAN-LAPROV,-33.90139,19.08889,,
G1HUGO-DEKKE,-33.74623,19.06403,,
G1HUGO-PAARL,-33.72122,18.99378,,
G1KLEI-BERGP,-33.208,19.155,,
G1KLEI-GWEIR,-33.31563,19.07628,,
G1KLEI-NUWEJ,-33.305,19.065,,
G1KLEI-R44BR,-33.21857,18.97433,,
G1KLEI-TWEEJ,-33.28,19.105,,
G1KROM-ABIBT,-33.6224,19.08483,,
G1KROM-BEIBT,-33.6224,19.08483,,
G1KROM-DOOLH,-33.62317,19.0843,,
G1KROM-GROEN,-33.6275,19.02535,,
G1KROM-MATJI,-33.01944,18.83472,,
G1LEEU-BRIDG,-33.31138,19.11177,,
G1LITT-DOWNS,-33.90333,19.01611,,
G1LITT-UPSTR,-33.90333,19.01444,,
G1MAAT-GWEIR,-33.04722,18.83194,,
G1OLIF-ABRID,-33.83748,19.111,,
G1PLAT-GOEDV,-32.86467,18.67928,,
G1SOUT-HAZEK,-33.01944,18.36389,,
G1SOUT-HOPEF,-33.01077,18.36333,,
G1TWEN-AWEIR,-33.13502,19.06253,,
G1TWEN-BWEIR,-33.13433,19.05983,,
G1TWEN-HALMA,-33.15556,18.97778,,
G1WATE-AWEIR,-33.35683,19.11583,,
G1WATE-CONFL,-33.89861,19.02139,,
G1WEMM-WEMME,-33.85417,19.03889,,
G2BAVI-FISHE,-34.04307,18.35763,,
G2BAVI-HOTEL,-34.04307,18.35979,,
G2BAVI-USRES,-34.0417,18.36862,,
G2BIGL-DSSRB,-34.01,18.52222,,
G2BIGL-USZEE,-34.02,18.52,,
G2BLAC-CANAL,-33.95306,18.53806,,
G2BLAU-BLAU1,-33.97389,18.85056,,
G2BLAU-BLAU2,-33.97389,18.85056,,
G2BLAU-BLAU3,-33.97389,18.85056,,
G2BLAU-BLAU4,-33.97389,18.85056,,
G2BLAU-DONIE,-33.98,18.87,,
G2BLAU-R44RO,-33.97,18.79,,
G2BOKR-DSKRB,-34.13338,18.34613,,
G2BOKR-RASTA,-34.15,18.35,,
G2BOKR-USKRB,-34.14556,18.34613,,
G2BONT-SOVER,-33.96,18.83,,
G2BOTT-BOTFO,-33.88528,18.74361,,
G2BOTT-BRIDG,-33.90194,18.72083,,
G2BOTT-DAMAN,-33.91611,18.68583,,
G2BOTT-DOWNS,-33.89722,18.73111,,
G2BOTT-DSBRID,-33.92703,18.69008,,
G2BOTT-OPENA,-33.91389,18.69444,,
G2BOTT-SKOOL,-33.92,18.68,,
G2BOTT-UAMAN,-33.91583,18.68861,,
G2CECI-CECIL,-33.99722,18.41944,,
G2DIEP-ABBOT,-33.48917,18.67806,,
G2DIEP-ALPHE,-34.01306,18.45056,,
G2DIEP-CAMPG,-33.46278,18.72,,
G2DIEP-CONFL,-33.67778,18.60417,,
G2DIEP-DOORD,-34.01972,18.46028,,
G2DIEP-KALBA,-33.58333,18.64722,,
G2DIEP-KILLA,-33.825,18.52,,
G2DIEP-MALME,-33.47667,18.70917,,
G2DIEP-MTOWN,-33.46662,18.72823,,
G2DIEP-N7BRI,-33.80806,18.525,,
G2DIEP-NOOIT,-33.63472,18.62778,,
G2DIEP-PAARD,-33.47733,18.7989,,
G2DIEP-R304B,-33.6875,18.61611,,
G2DIEP-R45BR,-33.44861,18.75972,,
G2DIEP-RHODE,-34.00694,18.41667,,
G2DIEP-UPSTR,-34.02639,18.46556,,
G2DIEP-VALLE,-33.56417,18.805,,
G2DISA-HELYH,-33.978,18.41002,,
G2DONK-VANDE,-33.68511,18.47958,,
G2EERS-ABSTW,-33.94722,18.84028,,
G2EERS-AQUAC,-33.965,18.925,,
G2EERS-ARCRC,-33.94958,18.83886,,
G2EERS-BESTW,-33.962,18.814,,
G2EERS-COETZ,-33.9377,18.87213,,
G2EERS-CONFL,-34.0625,18.74944,,
G2EERS-DSMSW,-34.07714,18.76868,,
G2EERS-FAURE,-34.035,18.745,,
G2EERS-GOEDV,-33.965,18.81,,
G2EERS-GWEIR,-33.93889,18.8875,,
G2EERS-JONKE,-34,18.993,,
G2EERS-KLEIN,-33.97222,18.93472,,
G2EERS-LANZ1,-33.94028,18.89167,,
G2EERS-LANZ2,-33.93889,18.88889,,
G2EERS-MACAS,-34.07,18.76361,,
G2EERS-MUNIC,-33.96108,18.91786,,
G2EERS-PLANK,-33.9435,18.84404,,
G2EERS-SPIER,-33.96886,18.78934,,
G2EERS-TOWNR,-33.939,18.865,,
G2EERS-UITSI,-33.98056,18.775,,
G2EERS-USMSW,-34.06972,18.76,,
G2EERS-VANRY,-33.975,18.785,,
G2EERS-VERGE,-33.96,18.8,,
G2EERS-WKLEI,-33.97367,18.93803,,
G2ELSE-DEGAM,-34.15,18.41,,
G2ELSE-GORDO,-34.15417,18.41917,,
G2ELSI-BELLS,-33.885,18.62972,,
G2ELSI-DIEME,-33.85611,18.62778,,
G2ELSI-TIENI,-33.90444,18.62278,,
G2GROE-N7WES,-33.55889,18.61667,,
G2GROO-KLEIN,-34.0375,18.42333,,
G2GROO-SPAAN,-34.04167,18.43167,,
G2HOUT-BETHA,-34.01917,18.36639,,
G2HOUT-DISAR,-34.01552,18.38105,,
G2HOUT-LONGK,-34.01083,18.38833,,
G2HOUT-ORANJ,-34.0025,18.39083,,
G2HOUT-PRINS,-34.04239,18.35616,,
G2HOUT-VICTO,-34.0293,18.35383,,
G2KALK-BUNGA,-33.95139,18.52139,,
G2KALK-UPSTR,-33.95611,18.54528,,
G2KEYS-CLOSE,-34.0625,18.45583,,
G2KEYS-LIZMO,-34.03127,18.43994,,
G2KEYS-MAINR,-34.07667,18.46389,,
G2KEYS-PARKV,-34.07,18.46,,
G2KEYS-VANSR,-34.06167,18.45444,,
G2KLAA-HOHEN,-33.99333,18.42667,,
G2KLAP-R304B,-33.72973,18.74343,,
G2KLAP-R304K,-33.72748,18.74083,,
G2KLIP-KROMM,-33.87,18.84,,
G2KROM-BCSIR,-33.95,18.91,,
G2KUIL-BADEN,-34.04333,18.7225,,
G2KUIL-BOTEL,-33.90667,18.67111,,
G2KUIL-DEBRO,-33.85762,18.66765,,
G2KUIL-DZAND,-34.05056,18.73056,,
G2KUIL-ENGEN,-33.91889,18.67667,,
G2KUIL-HINDL,-33.92935,18.6755,,
G2KUIL-LOERI,-33.92386,18.67828,,
G2KUIL-MADAL,-34.0448,18.7243,,
G2KUIL-UZAND,-34.04528,18.72694,,
G2KUIL-VYGBM,-33.84583,18.66778,,
G2KUIL-WESHD,-33.95361,18.66389,,
G2LANG-JONKE,-33.9875,18.97222,,
G2LANZ-LANZ1,-33.93611,18.9,,
G2LANZ-LANZ2,-33.93611,18.9,,
G2LIES-CANAL,-33.9325,18.4725,,
G2LIES-OBSER,-33.93667,18.47611,,
G2LIES-SANSS,-33.97333,18.46278,,
G2LIES-WINCH,-33.98833,18.43639,,
G2LITT-FISHE,-34.02,18.5,,
G2LITT-OTTER,-34.01667,18.49611,,
G2LOUR-BROAD,-34.098,18.82722,,
G2LOUR-ESTUA,-34.099,18.82,,
G2LOUR-INDUS,-34.1,18.83333,,
G2LOUR-KEGAQ,-34.07972,18.88495,,
G2LOUR-LOUR1,-34.05408,18.915,,
G2LOUR-LOURE,-34.029,18.95678,,
G2LOUR-LOURF,-34.024,18.97,,
G2LOUR-PREDP,-34.088,18.85,,
G2LOUR-RADLO,-34.08305,18.86907,,
G2LOUR-VERGB,-34.07935,18.88392,,
G2LOUR-VERGE,-34.07503,18.88902,,
G2LOUR-VERGL,-34.08333,18.88333,,
G2MAAS-DSKSW,-33.81944,18.70444,,
G2MAAS-USCON,-33.77917,18.71167,,
G2MAAS-USKSW,-33.825,18.70444,,
G2MOSS-MELLI,-33.76111,18.71528,,
G2MOSS-OOMAN,-33.68889,18.67222,,
G2MOSS-R304B,-33.65556,18.64583,,
G2MOSS-R312B,-33.77861,18.71917,,
G2MOSS-TYZOO,-33.81222,18.76611,,
G2MOSS-WJ302,-33.70444,18.69972,,
G2ORIG-ORANJ,-33.99667,18.39639,,
G2PLAN-KOELE,-33.92,18.85,,
G2PLAN-STELL,-33.93889,18.84722,,
G2PRIN-BEATR,-34.05417,18.44556,,
G2PRIN-USCON,-34.05392,18.44417,,
G2RIEB-SKOON,-33.44639,18.75583,,
G2SAND-LPRIN,-34.04972,18.47528,,
G2SAND-LTRAP,-34.07806,18.47306,,
G2SCHU-MAINR,-34.205,18.39889,,
G2SCHU-SCHUS,-34.20222,18.37444,,
G2SCHU-USEST,-34.20222,18.37722,,
G2SILV-GOLFC,-34.1211,18.41999,,
G2SILV-GORGE,-34.08111,18.41139,,
G2SILV-JEEPT,-34.07639,18.40142,,
G2SILV-OUKAA,-34.09481,18.41972,,
G2SILV-PIPEG,-34.12853,18.43072,,
G2SILV-POPLA,-34.1075,18.40961,,
G2SILV-SOURC,-34.06694,18.38639,,
G2SILV-SUNBI,-34.11147,18.40953,,
G2SILV-TRAN1,-34.07217,18.39289,,
G2SILV-TRAN2,-34.09114,18.41928,,
G2SILV-TRAN3,-34.10278,18.42028,,
G2SILV-UOUKA,-34.0925,18.42,,
G2SILV-USCCC,-34.11843,18.41763,,
G2SILV-WINKL,-34.13,18.44,,
G2SILW-BWEIR,-33.5832,18.36563,,
G2SILW-LOWER,-33.58,18.358,,
G2SILW-UWEIR,-33.5832,18.3647,,
G2SIRL-BWEDD,-34.1,18.93,,
G2SIRL-D/SN2,-34.126,18.889,,
G2SIRL-DGBSW,-34.14583,18.87167,,
G2SIRL-N2ROA,-34.124,18.892,,
G2SIRL-UGBSW,-34.14278,18.87806,,
G2SIRL-USLPV,-34.11611,18.90972,,
G2SIRL-WEDDE,-34.11611,18.90972,,
G2SKEL-UPPER,-33.98306,18.42611,,
G2SOSY-JONKE,-33.99,18.97,,
G2SOUT-BODSC,-33.7,18.47111,,
G2SOUT-CARAV,-33.714,18.446,,
G2SOUT-MWWTF,-33.70806,18.45944,,
G2SPAA-GILMO,-34.02111,18.42972,,
G2SPAA-MAINR,-34.02444,18.43556,,
G2SPAA-SOETV,-34.04944,18.44472,,
G2SPAA-SPAAN,-34.04944,18.44472,,
G2SWAR-JONKE,-33.99,18.96,,
G2TRIB-R304B,-33.68611,18.60972,,
G2TRIB-R312B,-33.78278,18.70944,,
G2VELD-SEWAG,-33.94561,18.82231,,
G2VYGE-ATHLO,-33.95139,18.51889,,
G2VYGE-LOERI,-33.95944,18.52778,,
G2VYGE-LORWG,-33.95389,18.52139,,
G2VYGE-PARKT,-33.96472,18.53667,,
G2WEST-ORANJ,-34.07528,18.45,,
G2WEST-STEEN,-34.07528,18.42972,,
G2WEST-UMAIN,-34.07861,18.45639,,
G2WIND-FOOTB,-33.975,18.42056,,
G2WIND-KIRST,-33.97778,18.42778,,
G2WIND-UPPER,-33.98111,18.42889,,
G3JAKK-KOOKF,-32.11747,18.42258,,
G3JANS-SOURC,-32.49103,18.83344,,
G3KROM-ROADB,-32.601,18.69125,,
G3KRUI-PIKET,-32.74825,18.80858,,
G3KRUI-R365B,-32.60194,18.74972,,
G3LANG-LUPOL,-32.22803,18.46797,,
G3VERO-REDEL,-32.472,18.5415,,
G4BATH-CALE1,-34.22806,19.46556,,
G4BATH-CALE2,-34.22806,19.46083,,
G4BATH-CALE3,-34.22833,19.44417,,
G4BOTR-DORIN,-34.45197,19.60453,,
G4BOTR-KANAA,-34.11664,19.235,,
G4BOTR-WILDE,-34.24092,19.21808,,
G4BUFF-CNTRL,-34.22,18.86083,,
G4BUFF-CONFL,-34.22,18.85889,,
G4HERM-SAFCO,-34.29403,19.11781,,
G4HOPI-WAQU1,-34.33153,19.17312,,
G4HOPI-WAQU2,-34.32861,19.16075,,
G4KLEI-BLUEG,-34.41672,19.53972,,
G4KLEI-GOUDI,-34.41064,19.19297,,
G4KLEI-WABOO,-34.40461,19.60658,,
G4ONRU-BRIDG,-34.41067,19.193,,
G4ONRU-HAYGR,-34.35192,19.26836,,
G4ONRU-VOLMO,-34.37836,19.23261,,
G4PALM-ARIES,-34.24402,18.99443,,
G4PALM-ELGIN,-34.16361,19.02056,,
G4PALM-GRABO,-34.1517,19.02468,,
G4PALM-KODAM,-34.225,18.99167,,
G4PALM-KOGFR,-34.31944,18.96957,,
G4PALM-NUWEB,-34.05833,19.04167,,
G4PALM-R45BR,-34.094,19.054,,
G4STEE-LOWER,-34.1943,18.8333,,
G4STEE-N2ROA,-34.14557,18.96,,
