RHP Site Code,Latitude,Longitude,,
G4STRE-BNDRY,-34.22,18.86167,,
G4SWAR-CONFL,-34.25958,19.22483,,
G4UILK-BAARD,-34.58,19.481,,
G4UILK-GOEDV,-34.52711,19.53919,,
G4UILK-PAARD,-34.44022,19.61956,,
G4UILK-SALMO,-34.44019,19.61956,,
G5HEUNI-RIVER,-34.68861,20.03361,,
G5HOTN-CONFL,-34.28717,20.02417,,
G5KARS-KARS,-34.41331,19.82058,,
G5KARS-ROOID,-34.42972,19.91531,,
G5KARS-SOUTK,-34.47253,20.05753,,
G5KLEI-BOSKL,-34.54731,19.80733,,
G5KLIP-KLIPPE,-34.45169,19.90119,,
G5NUWE-BRAKP,-34.63403,19.865,,
G5NUWE-KERS,-34.57858,19.70792,,
G5PIET-BOSKL,-34.54233,19.81867,,
G5RATE-DIRKU,-34.71267,19.69803,,
G5SOES-SOESR,-34.34342,20.15356,,
G5SOUT-BRAKF,-34.36858,20.23775,,
G5SOUT-DWAFW,-34.29197,20.02336,,
G5SOUT-KLIPD,-34.22297,19.96242,,
G5SOUT-KYKOE,-34.34331,20.15336,,
G5SOUT-SOUTK,-34.26928,19.87472,,
G5SOUT-WYDGE,-34.39636,20.2905,,
H1BREE-CERES,-33.39,19.29,,
H1BREE-MOOIP,-33.52052,19.18695,,
H1BREE-NEKKI,-33.68417,19.42194,,
H1BREE-R101B,-33.65067,19.33482,,
H1BREE-SLANG,-33.54111,19.20694,,
H1BREE-WITBR,-33.42083,19.26667,,
H1BREE-WITEL,-33.41667,19.29056,,
H1BREE-WYSERS,-33.63492,19.29922,,
H1BROO-EFFLU,-33.75694,19.14167,,
H1DUTO-BRIDGE,-33.75778,19.14361,,
H1DUTO-DUTO3,-33.75694,19.13917,,
H1DUTO-DUTO4,-33.75972,19.13722,,
H1DUTO-DWEIR,-33.75639,19.14361,,
H1DUTO-UWEIR,-33.75639,19.14583,,
H1DWAR-EIKEN,-33.34194,19.30417,,
H1DWAR-EILAN,-33.36583,19.30778,,
H1DWAR-GOLFC,-33.3825,19.32028,,
H1DWAR-PUBLI,-33.36583,19.30778,,
H1DWAR-USCON,-33.34278,19.29889,,
H1DWAR-UWWTW,-33.38111,19.32611,,
H1ELAN-KRAAL,-33.76111,19.12778,,
H1ELAN-TUNNE,-33.73333,19.115,,
H1HART-BRAND,-33.55833,19.43333,,
H1HOLS-BRAND,-33.75833,19.32917,,
H1HOLS-RAWSO,-33.69318,19.32585,,
H1HOLS-STETT,-33.83694,19.2575,,
H1JAND-ELSKL,-33.55556,19.34333,,
H1KOEK-BRDG1,-33.36028,19.27889,,
H1KOEK-BRDG2,-33.36306,19.27806,,
H1KOEK-BRDG3,-33.36306,19.2775,,
H1KOEK-BRDG4,-33.36306,19.27639,,
H1KOEK-CERDM,-33.34726,19.26613,,
H1KOEK-CONFL,-33.36111,19.28056,,
H1KOEK-DCDAM,-33.36111,19.28056,,
H1KOEK-LOWFL,-33.35889,19.29833,,
H1KOEK-UCDAM,-33.33861,19.26611,,
H1KRAA-ABOVE,-33.76111,19.13333,,
H1KRAA-ARTIF,-33.76028,19.13556,,
H1KRAA-B1000,-33.76111,19.13333,,
H1KRAA-BE250,-33.76111,19.13333,,
H1KRAA-BE500,-33.76111,19.13333,,
H1KRAA-BEL50,-33.76111,19.13333,,
H1KRAA-BELOW,-33.76111,19.13333,,
H1KRAA-BETWE,-33.76083,19.13306,,
H1KRAA-UPSTR,-33.76083,19.13306,,
H1MODD-CASCA,-33.31167,19.28361,,
H1MOLE-BELOW,-33.725,19.18333,,
H1MOLE-DETOI,-33.73056,19.1125,,
H1MOLE-GR001,-33.725,19.18306,,
H1MOLE-GR007,-33.72194,19.18833,,
H1MOLE-GR008,-33.70222,19.2325,,
H1MOLE-GWEIR,-33.72333,19.17028,,
H1SLAN-EIKEB,-33.63094,19.2225,,
H1SMAL-LEBEN,-33.69967,19.29172,,
H1SMAL-RAWSO,-33.68862,19.31905,,
H1TITU-ACHTE,-33.39528,19.3575,,
H1VALS-FARMD,-33.43472,19.40472,,
H1WITE-MITCH,-33.42056,19.28278,,
H1WITR-MONUM,-33.64472,19.11,,
H1WITR-TWEED,-33.56667,19.15,,
H1WITT-TWEED,-33.57013,19.13912,,
H2AMAN-KLIPH,-33.51222,19.49972,,
H2HEXR-AMAND,-33.52889,19.54028,,
H2HEXR-GLENH,-33.54839,19.52672,,
H2HEXR-MEERL,-33.50631,19.55484,,
H2HEXR-N1BRI,-33.675,19.46389,,
H2ROOI-WORCE,-33.45833,19.61667,,
H2SAND-ROODE,-33.50972,19.53,,
H2SAND-SANDD,-33.48333,19.52917,,
H2SPEK-LAKEN,-33.36667,19.58056,,
H2UNSP-SANDD,-33.45278,19.55278,,
H2VALS-LAKEN,-33.32917,19.64167,,
H3DWAR-MEULP,-33.89167,20.3375,,
H3KEIS-BERGR,-33.78222,20.11472,,
H3KEIS-PIETE,-33.70919,20.05881,,
H3KING-ABRIK,-33.82639,20.23972,,
H3KING-ABSTW,-33.77028,20.14139,,
H3KING-BESTW,-33.78,20.11667,,
H3KING-LEGOL,-33.81417,20.09,,
H3KING-MONTA,-33.78806,20.13278,,
H4BREE-LECHA,-33.81667,19.69167,,
H4BREE-MOORD,-33.76617,19.54322,,
H4DORI-HIGHL,-33.91278,19.42639,,
H4DORI-LEMOE,-33.85386,19.47508,,
H4HOEK-MODDE,-33.85833,19.40833,,
H4HOOP-UITSI,-33.76472,19.92861,,
H4HOUT-DEHOE,-33.99167,19.81667,,
H4HOUT-VOORD,-33.975,19.81944,,
H4KEIS-MCGRE,-33.93333,19.845,,
H4KOGM-ASHTO,-33.87083,20.00333,,
H4KONI-KONIN,-33.89308,19.86472,,
H4KOOR-KEERO,-33.57244,19.70572,,
H4NUY-LEIPZ,-33.63056,19.675,,
H4NUY-R60BR,-33.71667,19.47917,,
H4NUYR-ABDAM,-33.57,19.70278,,
H4NUYR-GLENO,-33.64861,19.63917,,
H4NUYR-LOWER,-33.71694,20.09,,
H4RAAS-KEERO,-33.56989,19.69992,,
H4RIET-RIETV,-33.87778,19.67917,,
H4VINK-RIVER,-33.82083,19.79583,,
H4WILL-DASSI,-33.76483,19.86878,,
H5BOES-PIKKI,-34.04306,19.96389,,
H5BREE-ABBEY,-34,20.20139,,
H5BREE-DREWB,-34.00417,20.20833,,
H5BREE-SECUN,-33.89583,20.0125,,
H5GROO-STEEN,-33.98694,19.89,,
H5POEJ-SEVEN,-33.95611,19.58944,,
H5SKIL-BONNI,-33.93775,20.11069,,
H6BAVI-GENAD,-34.02917,19.55833,,
H6BOES-GREYT,-34.04083,19.625,,
H6DUTO-DOWNS,-33.90472,19.16278,,
H6DUTO-UPSTR,-33.90361,19.16278,,
H6DUTO-WEIR1,-33.94167,19.17083,,
H6ELAN-HIGHN,-33.95417,19.28111,,
H6FREE-N2ROA,-34.10583,20.27972,,
H6GOBO-GREYT,-34.04139,19.61917,,
H6PERD-MONTR,-33.89722,19.16806,,
H6PERD-SITEP,-33.89556,19.16833,,
H6RIVI-AVONT,-34.08133,20.086,,
H6RIVI-DWARS,-34.0775,19.29083,,
H6RIVI-ELANDS,-34.06944,19.47556,,
H6RIVI-GRABO,-34.06389,19.07083,,
H6RIVI-GREYT,-34.07222,19.62222,,
H6RIVI-HELDE,-34.085,19.37139,,
H6RIVI-KEERO,-34.09917,19.32472,,
H6RIVI-KLIPF,-34.07917,20.14583,,
H6RIVI-LEEUW,-34.11917,19.78556,,
H6RIVI-STORM,-34.08194,20.09556,,
H6RIVI-TYGER,-34.1239,19.71758,,
H6SOET-SOETM,-34.11033,19.74783,,
H7BREE-BONTE,-34.07639,20.45444,,
H7BREE-FELIX,-34.14472,20.47861,,
H7BREE-NAPYK,-34.24028,20.5125,,
H7BREE-SWELL,-34.05,20.40417,,
H7BUFF-ABN2R,-34.04556,20.535,,
H7BUFF-SUURB,-34.00417,20.65833,,
H7DUIW-MARLO,-33.99861,20.45833,,
H7GLEN-SWELL,-34.0125,20.45028,,
H7GROO-BUFFE,-34.00139,20.54944,,
H7HERM-HERMI,-33.9875,20.425,,
H7HUIS-BARRY,-33.91583,20.74639,,
H7KOOR-SWELL,-34.02389,20.44361,,
H7KRUI-TRADO,-34.00833,20.70278,,
H7LEEU-SWELL,-33.00278,20.33167,,
H7MELK-INFAN,-34.38694,20.68639,,
H7MEUL-BUFFE,-34.00333,20.52861,,
H7TRAD-BARRY,-33.92806,20.70861,,
H7TRAD-SANDR,-33.92583,20.60556,,
H7TRAD-WELTE,-33.91967,20.64072,,
H8DUIW-HEIDE,-34.02083,20.93333,,
H8DUIW-LOWER,-34.25167,20.99194,,
H8DUIW-N2ROA,-34.09081,20.96525,,
H8DUIW-SEEKO,-33.97767,20.99422,,
H8DUIW-UNAB1,-34.05083,20.96699,,
H8DUIW-UNAB2,-34.09146,20.96476,,
H8DUIW-UNBB1,-34.09459,20.96517,,
H8DUIW-UNBB2,-34.10693,20.97194,,
H8DUIW-VERMA,-34.25417,20.99167,,
H9GOUK-GWEIR,-34.09272,21.29408,,
H9GOUK-KLPFN,-34.27158,21.29858,,
H9GOUK-N2ROA,-34.15239,21.28056,,
H9GROO-GRTBS,-34.01392,21.39544,,
H9KORI-ABDAM,-33.98917,21.15833,,
H9KRUI-KRUIS,-34.02022,21.29908,,
H9VETR-BNOVO,-34.03389,21.23267,,
H9VETR-RVSDL,-34.09092,21.26536,,
J1BUFF-LAINS,-33.19147,20.85689,,
J1BUFF-NIROA,-33.19639,20.855,,
J1GROO-TIGER,-33.59528,21.14311,,
J1GROO-VANWY,-33.75819,21.46906,,
J1GROO-VANZY,-33.48231,21.02625,,
J1PRIN-MIERE,-33.54644,20.86047,,
J1TOUW-BOOKE,-33.65181,21.01458,,
J2DORP-EERST,-33.26667,22.05,,
J2GAMK-R62BR,-33.49631,21.62592,,
J2GAMK-WELGE,-33.63897,21.70989,,
J2HUIS-SEWEW,-33.41933,21.39717,,
J2HUIS-WELTE,-33.29167,21.79861,,
J2LEEU-N1ROA,-32.77489,21.98344,,
J2NELS-CADAM,-33.47386,21.72336,,
J2SCHO-SCHOL,-33.28889,22.02222,,
J2WATE-HELL1,-33.36347,21.62742,,
J2WATE-HELL2,-33.36394,21.58708,,
J3DIEP-CKAMM,-33.7244,22.80912,,
J3DORI-ZEBRA,-33.80539,22.25147,,
J3GROB-KLEIN,-33.48019,22.24467,,
J3GROO-MEIRI,-33.40806,22.55778,,
J3GROO-PARAD,-33.28042,22.35514,,
J3HOEK-CANGO,-33.368,22.17933,,
J3HOLD-ALFRE,-33.67445,23.14495,,
J3HUIS-SOUTK,-33.67075,22.52112,,
J3KAMM-CDIEP,-33.71528,22.79165,,
J3KAMM-UNION,-33.65378,23.13473,,
J3KLIP-BLOSS,-33.78,22.32,,
J3KLIP-KLIPD,-33.79,22.32,,
J3KLIP-ZEBRA,-33.80152,22.345,,
J3MEIR-MEIRI,-33.40972,22.55778,,
J3OLIF-CALIT,-33.66028,21.77333,,
J3OLIF-DYSSE,-33.57075,22.42112,,
J3OLIF-NOOIT,-33.62181,21.94828,,
J3OLIF-STOMP,-33.50857,22.69425,,
J3VLEI-ANDRI,-33.56507,21.89495,,
J3VLEI-COETZ,-33.46992,21.90003,,
J3VLEI-KRUIS,-33.43732,21.8881,,
J4CLOE-RPASS,-33.91983,21.74197,,
J4GOUR-HERBE,-34.08344,21.764,,
J4GOUR-POORT,-33.97994,21.65339,,
J4GOUR-VAALH,-33.74414,21.67686,,
J4GOUR-ZANDR,-33.90883,21.65331,,
J4JAKK-TOWER,-33.96361,21.72106,,
K1BOSM-FARMH,-33.9677,22.08,,
K1BRAN-PALMI,-34.05698,22.05738,,
K1KOUM-RUITE,-33.96108,21.97733,,
K1LEEU-LOWBR,-33.9777,22.09473,,
K1MOOR-ESTUA,-34.05433,22.13218,,
K1MOOR-GWEIR,-34.03977,22.13242,,
K1MOOR-HAMEL,-34.09,22.13,,
K1MOOR-LOWBR,-33.98978,22.12318,,
K1MOOR-PRIVA,-34.0121,22.14028,,
K1PALM-UNSPE,-33.99242,21.9776,,
K1PERD-LOWBR,-33.92595,22.05625,,
K2GREA-KLEIN,-33.97833,22.19333,,
K2VARI-JONKE,-33.9375,22.24222,,
K2VARI-KLEIN,-33.96,22.24139,,
K3DUIW-HOEKW,-33.96857,22.62323,,
K3DUIW-TRAIL,-33.98333,22.65108,,
K3GWAI-N2ROA,-34.00667,22.40417,,
K3KAAI-GWEIR,-33.97105,22.54773,,
K3KEUR-MONTA,-33.90694,22.41833,,
K3MAAL-R102B,-34.00611,22.34889,,
K3MALG-OUTEN,-33.93778,22.42194,,
K3MOER-GEELH,-33.95694,22.35667,,
K3SILW-BRIDG,-33.96495,22.5617,,
K3TOUW-BOSPL,-33.94658,22.61253,,
K3TOUW-WILDN,-33.97856,22.60528,,
K4DIEP-BERGP,-33.89718,22.68348,,
K4DIEP-DIEPR,-33.93827,22.70805,,
K4DIEP-GATBO,-33.91292,22.70767,,
K4DIEP-KLEIN,-33.85943,22.68153,,
K4HOMT-KNYSA,-33.94742,22.91933,,
K4HOOG-LAKBR,-33.9799,22.7997,,
K4HOOG-PASRD,-33.92578,22.77818,,
K4KARA-KNYSN,-33.90415,22.85322,,
K4KARA-LAKRD,-33.99845,22.82633,,
K4KLEI-LAKES,-33.97678,22.73632,,
K4WOLW-BARND,-33.9786,22.71913,,
K5GOUN-PUMPS,-33.99083,23.04028,,
K5KNYS-CHARL,-33.99833,23.00315,,
K5ROOI-GOUNA,-33.91898,23.07252,,
K5ROOI-TRIBU,-33.94445,23.03717,,
K6BITO-BHILL,-33.99456,23.29517,,
K6BITO-WITTE,-33.99956,23.34106,,
K6KEUR-DVLUG,-33.81175,23.17508,,
K6KEUR-RHINO,-33.9385,23.36636,,
K6KEUR-UNION,-33.76253,22.96292,,
K6NOET-BRAKE,-34.04611,23.16278,,
K6WITE-BRACK,-34.02058,23.16275,,
K6WITE-N2RDA,-34.03107,23.15827,,
K7BLOU-LOWER,-33.95178,23.64267,,
K7BLOU-UPPER,-33.95081,23.63875,,
K7GROO-NATVY,-33.9657,23.55885,,
K7SALT-KURLD,-33.92928,23.48953,,
K7SALT-TSKMA,-33.97388,23.5212,,
K8ELAN-LOWER,-33.96883,24.05383,,
K8ELAN-UPPER,-33.97128,24.06408,,
K8GROO-LOWER,-34.03497,24.20761,,
K8GROO-UPPER,-33.97278,24.12125,,
K8KLEI-BLUEL,-33.9654,23.81448,,
K8KLEI-BOSKO,-33.97732,23.81992,,
K8KROM-BOJAN,-33.88083,24.07528,,
K8KROM-DEWIL,-33.95582,24.34909,,
K8KROM-MELHO,-33.93728,24.27208,,
K8LOTT-LOWER,-33.96675,23.77953,,
K8LOTT-UPPER,-33.93297,23.72953,,
K8STOR-LOWER,-33.98064,23.91925,,
K8STOR-UPPER,-33.94922,23.91528,,
K9KROM-BOJAN,-33.88083,24.07528,,
K9KROM-DEWIL,-33.95582,24.34909,,
K9KROM-MELHO,-33.93728,24.27208,,
L7GAMT-PATEN,-33.76089,24.69356,,
L7GROO-BAVIA,-33.695,24.61139,,
L7GROO-KOMDO,-33.69528,24.61194,,
L7WITR-BRIDG,-33.75139,24.55056,,
L7WITR-GROOT,-33.66031,24.53501,,
L8BAV1-UPSTR,-33.807,24.43594,,
L8BAV2-DOWNS,-33.81363,24.42111,,
L8BAVI-BAVI2,-33.95619,24.26936,,
L8BAVI-NATUR,-33.62278,24.26917,,
L8BAVI-SITE1,-33.53786,23.96497,,
L8BAVI-SITE2,-33.95619,24.26936,,
L8BAVI-WILLO,-33.53778,23.965,,
L8GEEL-BAVIA,-33.95619,24.26936,,
L8KOUG-BOKOU,-33.71656,23.41128,,
L8KOUG-BRID1,-33.7175,23.41111,,
L8KOUG-BRIDG,-33.83306,24.10389,,
L8KOUG-OPKOM,-33.7884,24.02531,,
L8NABO-JOURB,-33.81991,23.84141,,
L9GAMT-BRIDG,-33.76056,24.69306,,
L9GAMT-PATEN,-33.76089,24.69356,,
L9GEEL-BLUEB,-33.79694,25.06167,,
L9GEEL-EMERA,-33.79662,25.06502,,
L9GEEL-LONGM,-33.80085,25.05735,,
L9KLEI-OTTER,-33.8039,24.9973,,
L9KLEI-SOUTH,-33.76818,25.02215,,
L9LOER-VLAKF,-33.81478,25.08947,,
M1SAND-LONGM,-33.75767,25.07423,,
M2SWAR-GROEN,-33.72206,25.30069,,
M2VANS-LONGM,-33.84787,25.22198,,
P4BLOU-BRIDG,-33.3905,26.70707,,
P4BLOU-RAILW,-33.32378,26.43336,,
P4KOWI-GRACE,-33.45769,26.69292,,
P4KOWI-LOWER,-33.50678,26.80972,,
P4KOWI-UPPER,-33.34928,26.56006,,
P4LASH-BRIDG,-33.463,26.80972,,
R1KEIS-ABCON,-32.901167,26.933833,,
R1KEIS-ABN2B,-33.06194,27.21083,,
R1KEIS-ABR72,-33.17389,27.37778,,
R1KEIS-BCHOR,-32.8187,26.99417,,
R1KEIS-BEAMW,-32.75972,27.06861,,
R1KEIS-BESAN,-32.717194,27.100556,,
R1KEIS-BEXEB,-32.81861,26.99417,,
R1KEIS-GCINI,-32.02306,27.08861,,
R1KEIS-NGXAK,-33.117639,27.317222,,
R1TYUM-BECON,-32.900167,26.92778,,
R1TYUM-FORTH,-32.767917,26.850611,,
R1TYUM-HOGSB,-32.61111,26.94778,,
R1TYUM-SOMPO,-32.601111,26.934778,,
R2BUFF-BKWTN,-32.91031,27.41028,,
R2BUFF-BPASS,-33.01,27.82,,
R2BUFF-HORSE,-32.8225,27.38028,,
R2BUFF-MADEN,-32.7225,27.29611,,
R2BUFF-ZWELI,-32.93178,27.43947,,
R2KWAN-POTSD,-32.98519,27.63875,,
R2MGQA-PIRIE,-32.78806,27.24972,,
R2MGQA-REFER,-32.78806,27.24972,,
R2NGQO-REFER,-32.91639,27.37917,,
R2SHAN-MDANT,-32.96975,27.71036,,
R2YELL-LONSD,-32.80833,27.47917,,
R2YELL-MIDDL,-32.92061,27.48833,,
R3NAHO-BADEN,-32.96167,27.87194,,
R3NAHO-HORSE,-32.94194,27.89639,,
R3NAHO-NAVEL,-32.86694,27.76528,,
R3NAHO-NEWLA,-32.86722,27.76528,,
R3NAHO-WOOLF,-32.85694,27.71944,,
S1WKEI-BXOND,-31.85528,27.18972,,
S1WKEI-STMAR,-32.01389,27.37417,,
S3BKEI-BULLH,-32.03444,26.65583,,
S3BKEI-MANDA,-32.17722,27.23972,,
S3BKEI-TURNS,-32.17861,27.33028,,
S4GKEI-GUIKA,-32.28333,27.6525,,
S5TSOM-KOMKH,-31.60917,27.67639,,
S5TSOM-R56BR,-31.36722,27.67083,,
S6KUBU-BRIDG,-32.50722,27.73167,,
S6KUBU-HAMME,-32.5625,27.62028,,
S7GKEI-GLENK,-32.54472,28.19389,,
S7GKEI-KEIBR,-32.50722,27.73139,,
T1KUNT-FRY31,-31.3426,28.08445,,
T1MBAS-N2BRI,-31.9225,28.45417,,
T1MBHA-MPOZO,-32.14667,28.8,,
T1MBHA-MVEZO,-31.95811,28.47364,,
T1MBHA-UPPER,-31.7775,28.36444,,
T1MGWA-MAKHO,-32.05778,28.54389,,
T1MGWA-NGCAC,-31.76944,28.12278,,
T1MGWA-R61BR,-31.73444,28.20083,,
T1MGWA-TORA1,-31.82167,28.18311,,
T1MNYO-BRIDG,-31.72278,28.45583,,
T1NTSU-FRY29,-31.44639,28.08419,,
T1XUKA-ABCON,-31.39722,28.32861,,
T1XUKA-MHLOP,-32.05778,28.54389,,
T1XUKA-R61BR,-31.66801,28.11248,,
T1XUKA-SLIND,-31.57953,27.95957,,
T2CICI-BRIDG,-31.55656,28.73753,,
T2MNGA-MIDDL,-31.62871,29.34435,,
T2MTHA-ALANG,-31.49281,28.47694,,
T2MTHA-ASAWM,-31.4928,28.47694,,
T2MTHA-BESAW,-31.4825,28.49327,,
T2MTHA-BLANG,-31.4825,28.49328,,
T2MTHA-BTOWN,-31.59314,28.80128,,
T2MTHA-EYE11,-31.50889,28.39639,,
T2MTHA-KAMBI,-31.47128,28.61511,,
T2MTHA-LONGQ,-31.85194,28.82,,
T2MTHA-MDUMB,-31.92581,29.13611,,
T2MTHA-MPIND,-31.86672,29.01881,,
T2MTHA-NTSAK,-31.68528,28.82083,,
T2MTHA-SOURC,-31.51,28.4,,
T2MTHA-TAKAT,-31.68536,28.82083,,
T2NGQU-UNSPE,-31.86836,28.87122,,
T3GATB-CHANT,-31.24677,28.11788,,
T3GATB-FORES,-31.41028,28.1975,,
T3GATB-GBVLI,-31.24622,28.11898,,
T3GATB-ING22,-31.21577,28.30128,,
T3GATB-ING23,-31.2274,28.26277,,
T3GATB-ING24,-31.20314,28.34254,,
T3GATB-ROS25,-31.24838,28.0693,,
T3GATB-ROS27,-31.23305,28.19181,,
T3HAWE-ELDHT,-30.86121,28.20433,,
T3HAWE-TSTE4,-30.84715,28.23531,,
T3KINI-GWEIR,-30.4816,28.62225,,
T3KINI-MABUA,-30.19173,28.59683,,
T3KMOI-GLN15,-31.09657,28.17479,,
T3KUNT-CASTE,-31.12312,28.23089,,
T3KUNT-CHL17,-31.1559,28.32254,,
T3KUNT-CHL19,-31.10077,28.31126,,
T3KUNT-MOFFI,-31.15622,28.32228,,
T3KUNT-STRAT,-31.1491,28.32056,,
T3LPOT-KRLNY,-30.98172,28.25924,,
T3MOOI-CHL16,-31.0748,28.30483,,
T3MOOI-COM18,-31.05969,28.33806,,
T3MOOI-COM19,-31.0575,28.29252,,
T3MOOI-GLN13,-31.07862,28.25905,,
T3MOOI-GLNOF,-31.0704,28.21211,,
T3MOOI-MCBDG,-31.08862,28.39262,,
T3MOOI-OAKRU,-31.07932,28.15497,,
T3MOOI-RIVER,-31.07456,28.30398,,
T3MVNY-OTPRT,-30.47046,28.93062,,
T3MZIM-BHUJE,-31.43897,29.29433,,
T3MZIM-JONES,-31.58056,29.114722,,
T3MZIM-MIDDL,-31.4526,29.59733,,
T3MZIM-N2ROA,-30.85077,29.0697,,
T3MZIM-SPRIN,-30.47722,29.006577,,
T3MZIM-UPPER,-31.35159,29.45966,,
T3MZIN-FLAGS,-31.1017,29.39989,,
T3MZIN-FRANK,-30.384417,29.434833,,
T3MZIN-FRANL,-30.39407,29.44825,,
T3MZIN-KUPOY,-31.1017,29.39989,,
T3MZIN-NTSHA,-30.866944,29.33162,,
T3MZNT-P0601,-30.38144,29.4498,,
T3MZVB-JNSBR,-30.15797,29.11462,,
T3NDIK-NTSZ2,-30.74822,29.28864,,
T3NKAN-NTSZ3,-30.67874,29.31293,,
T3NKAN-NTSZ4,-30.68913,29.29738,,
T3POTR-KLR12,-30.99263,28.34977,,
T3POTR-OAKLY,-30.97632,28.27463,,
T3POTR-PAASS,-30.87222,28.20886,,
T3POTR-RUSHB,-30.9845,28.32041,,
T3SIRO-NTSZ1,-30.72843,29.29406,,
T3TENT-WETLA,-30.89028,28.20861,,
T3THIN-N2BRI,-31.07417,29.00889,,
T3THIN-TSOLO,-30.63028,28.48111,,
T3TINA-N2BRI,-31.07467,28.89653,,
T3TINA-N2ROA,-31.07365,28.89583,,
T3TINA-R316R,-30.65927,28.20883,,
T3TINA-TSOLO,-30.63022,28.48242,,
T3TSIT-ANTPK,-30.81694,28.20621,,
T3TSIT-LALEN,-31.24512,28.90167,,
T3TSIT-NGRFL,-30.94489,28.42567,,
T3TSIT-TVALE,-30.87194,28.18167,,
T3WILD-DSUGI,-31.19768,28.25489,,
T3WILD-POPCV,-31.18886,28.23299,,
T3WILD-STE20,-31.21393,28.06706,,
T3WILD-STE21,-31.18282,28.16015,,
T4MTVN-SNWZA,-30.64992,29.67014,,
T4NTNT-NRDFR,-30.58051,29.71128,,
T4WEZA-DDGOZ,-30.618,29.771,,
T4WEZA-UDGOZ,-30.606,29.755,,
T5BISI-UPPER,-30.30103,29.70689,,
T5BISI-WELVE,-30.41942,29.85962,,
T5BMNS-DP125,-29.88353,29.28093,,
T5CABA-PIPEB,-30.17377,29.84127,,
T5GUNG-D634B,-30.03989,29.46675,,
T5GUNG-LOWER,-30.1219,29.64925,,
T5MAHO-MHOBE,-30.47747,29.88556,,
T5MGOD-NHF02,-30.28953,30.16172,,
T5MGOD-NHF04,-30.2996,30.15031,,
T5MGOD-NHF46,-30.23111,30.27361,,
T5MSHS-STRLH,-30.31169,29.85394,,
T5MSHU-ATB25,-30.35,29.88333,,
T5MSHU-REFST,-30.31667,29.41667,,
T5MZIM-@T52J,-30.55085,30.11059,,
T5MZIM-CALLA,-29.83177,29.52204,,
T5MZIM-CREIG,-30.05813,29.80338,,
T5MZIM-DRKGN,-29.7545,29.3265,,
T5MZIM-GIBRA,-30.65223,30.19769,,
T5MZIM-HSHOE,-30.62851,30.24432,,
T5MZIM-MBRDG,-30.25914,29.94408,,
T5MZIM-MIDDL,-30.35651,30.04816,,
T5MZKH-ORIBI,-30.70764,30.27069,,
T5MZKH-VNDYK,-30.71197,30.07552,,
T5NDWN-NDWNA,-29.97385,29.43571,,
T5NDWN-REDVE,-29.92511,29.25478,,
T5NGWN-CLFRD,-29.955,29.47691,,
T5NKNZ-EPS02,-29.90054,29.78603,,
T5NKNZ-EPS1B,-29.9054,29.78352,,
T5PHOL-CBHAM,-29.70092,29.41583,,
T5PHOL-PIERR,-29.8914,29.65986,,
T6MNEN-LOWER,-31.72165,29.35984,,
T7MNGA-LOWER,-31.61048,29.40458,,
T7MNGA-UPPER,-31.47874,29.038,,
T9SHIX-LOWER,-32.24233,28.67244,,
T9SHIX-MIDDL,-32.23803,28.58792,,
T9SHIX-UPPER,-32.17319,28.43792,,
U1ELAN-BOSCH,-29.64483,29.96075,,
U1ELAN-GOODH,-29.64555,29.98763,,
U1ELND-DSGUD,-29.7869,30.03316,,
U1LOTH-HLATH,-29.53815,29.59958,,
U1LUFA-NGBO4,-30.05174,30.04051,,
U1LUFA-STNHB,-30.05586,30.02242,,
U1LUFA-USMKO,-30.06191,30.12772,,
U1LUHN-BLWUN,-29.8392,29.76607,,
U1LUHN-DMKOB,-29.77364,29.86734,,
U1MKHO-CBWEL,-30.18172,30.7665,,
U1MKHO-SAICC,-30.182,30.759,,
U1MKHO-USCRA,-30.16889,30.68333,,
U1MKHO-USMKO,-29.63722,29.74278,,
U1MKMZ-MKLDG,-30.00638,30.19316,,
U1MKMZ-NUB05,-29.65087,29.60639,,
U1MKMZ-NUB06,-29.65469,29.58947,,
U1MKMZ-NUB16,-29.65469,29.58947,,
U1MKMZ-SANIP,-29.59913,29.32119,,
U1MKMZ-SHOZI,-30.13768,30.67373,,
U1MKOM-GOODB,-30.17088,30.70998,,
U1MKOM-HELLA,-29.91615,30.09621,,
U1MKOM-JOSEB,-30.00861,30.24417,,
U1MKOM-LUNDY,-29.74461,29.90353,,
U1MKOM-MKNZC,-29.62992,29.73842,,
U1MKOM-MQATS,-29.56569,29.5114,,
U1MKOM-SAICC,-30.18321,30.7609,,
U1MKOM-SHOZI,-30.13749,30.67377,,
U1MKOM-USLUN,-29.75054,29.89335,,
U1MKZN-USMKO,-29.63782,29.74313,,
U1MZNY-PNWD4,-29.64694,30.07444,,
U1NGUD-COMR1,-29.89167,29.94083,,
U1NGUD-COMR2,-29.88889,29.97222,,
U1NGUD-COMR3,-29.89861,29.98639,,
U1NGUD-DSCOM,-29.90257,29.9907,,
U1NHLA-USMKO,-30.04456,30.23978,,
U1NZIN-USMKO,-29.61556,29.77972,,
U1PATE-NRW07,-29.90622,30.17131,,
U1PATE-NRW10,-29.9259,30.17442,,
U1QUNU-NGB06,-30.01568,30.06088,,
U1XOBH-SHMRK,-30.13128,30.04822,,
U1XOBH-STN13,-30.12635,30.0577,,
U1XOBH-USNHL,-30.13135,30.16561,,
U1XOBH-USWWW,-30.15344,30.05839,,
